sex,year,agecat_1,loc,deaths,PYO,births,y_bloc
f,2008,55,Roka,5,354.66,282,2007-10
f,2008,25,Roka,8,862.51,282,2007-10
f,2008,75,Roka,6,103.4,282,2007-10
f,2008,15,Roka,1,1473.61,282,2007-10
f,2008,65,Roka,5,209.99,282,2007-10
f,2008,35,Roka,2,612.15,282,2007-10
f,2008,25,Sokoke,3,425.38,116,2007-10
f,2008,65,Sokoke,3,124.32,116,2007-10
f,2008,45,Sokoke,4,352.4,116,2007-10
f,2008,75,Sokoke,3,84.04,116,2007-10
f,2008,0.0767,Sokoke,3,125.01,116,2007-10
f,2008,5,Sokoke,1,1450.67,116,2007-10
f,2008,1,Sokoke,0,637.96,116,2007-10
f,2008,15,Sokoke,0,859.54,116,2007-10
f,2008,55,Sokoke,4,212.87,116,2007-10
f,2008,0,Sokoke,3,8.76,116,2007-10
f,2008,35,Sokoke,2,376.17,116,2007-10
f,2008,25,Takaungu Mavueni,8,1473.28,390,2007-10
f,2008,0.0767,Takaungu Mavueni,4,385.16,390,2007-10
f,2008,45,Takaungu Mavueni,4,840.55,390,2007-10
f,2008,75,Takaungu Mavueni,19,178.22,390,2007-10
f,2008,0,Takaungu Mavueni,4,29.88,390,2007-10
f,2008,55,Takaungu Mavueni,5,573.95,390,2007-10
f,2008,65,Takaungu Mavueni,9,312.59,390,2007-10
f,2008,1,Takaungu Mavueni,5,1695.03,390,2007-10
f,2008,5,Takaungu Mavueni,0,3867.75,390,2007-10
f,2008,35,Takaungu Mavueni,6,1029.23,390,2007-10
f,2008,15,Takaungu Mavueni,1,2110.51,390,2007-10
f,2008,0,Tezo,8,30.41,403,2007-10
f,2008,45,Tezo,5,721.28,403,2007-10
f,2008,25,Tezo,4,1408.34,403,2007-10
f,2008,65,Tezo,12,296.28,403,2007-10
f,2008,1,Tezo,3,1592.1,403,2007-10
f,2008,15,Tezo,3,2129.11,403,2007-10
f,2008,5,Tezo,2,3320.18,403,2007-10
f,2008,35,Tezo,6,912.32,403,2007-10
f,2008,0.0767,Tezo,5,376.79,403,2007-10
f,2008,75,Tezo,10,137.19,403,2007-10
f,2008,55,Tezo,7,482.83,403,2007-10
f,2008,15,unknown,0,28.39,8,2007-10
f,2008,0.0767,unknown,0,2.54,8,2007-10
f,2008,55,unknown,0,5.7,8,2007-10
f,2008,25,unknown,0,16.03,8,2007-10
f,2008,1,unknown,0,23.33,8,2007-10
f,2008,65,unknown,1,1,8,2007-10
f,2008,45,unknown,0,6.21,8,2007-10
f,2008,0,unknown,0,0.32,8,2007-10
f,2008,35,unknown,0,12.86,8,2007-10
f,2008,5,unknown,0,34.67,8,2007-10
f,2008,65,Ziani,4,196.61,247,2007-10
f,2008,15,Ziani,1,1262.3,247,2007-10
f,2008,1,Ziani,2,1006.54,247,2007-10
f,2008,25,Ziani,1,787.89,247,2007-10
f,2008,35,Ziani,1,572.22,247,2007-10
f,2008,55,Ziani,4,375.52,247,2007-10
f,2008,5,Ziani,2,2130.9,247,2007-10
f,2008,0,Ziani,1,18.95,247,2007-10
f,2008,45,Ziani,5,517.83,247,2007-10
f,2008,75,Ziani,5,90.82,247,2007-10
f,2008,0.0767,Ziani,0,234.69,247,2007-10
m,2008,25,Banda ra salam,1,238.72,186,2007-10
m,2008,0,Banda ra salam,4,13.98,186,2007-10
m,2008,75,Banda ra salam,9,51.93,186,2007-10
m,2008,45,Banda ra salam,3,183.25,186,2007-10
m,2008,0.0767,Banda ra salam,2,141.57,186,2007-10
m,2008,55,Banda ra salam,5,196.42,186,2007-10
m,2008,35,Banda ra salam,0,199.1,186,2007-10
m,2008,65,Banda ra salam,3,110.95,186,2007-10
m,2008,5,Banda ra salam,2,1548.44,186,2007-10
m,2008,1,Banda ra salam,3,656.86,186,2007-10
m,2008,15,Banda ra salam,1,812.67,186,2007-10
m,2008,75,Chasimba,12,111.7,299,2007-10
m,2008,55,Chasimba,7,322.21,299,2007-10
m,2008,15,Chasimba,5,1431.49,299,2007-10
m,2008,25,Chasimba,2,409.93,299,2007-10
m,2008,45,Chasimba,1,325.43,299,2007-10
m,2008,5,Chasimba,4,3009.5,299,2007-10
m,2008,65,Chasimba,7,190.33,299,2007-10
m,2008,0.0767,Chasimba,4,315.4,299,2007-10
m,2008,0,Chasimba,5,23.43,299,2007-10
m,2008,1,Chasimba,7,1358.85,299,2007-10
m,2008,35,Chasimba,7,369,299,2007-10
m,2008,55,Gede,2,112.21,122,2007-10
m,2008,15,Gede,2,520.7,122,2007-10
m,2008,0.0767,Gede,0,105.04,122,2007-10
m,2008,75,Gede,1,34.96,122,2007-10
m,2008,25,Gede,1,216.15,122,2007-10
m,2008,5,Gede,2,1021.48,122,2007-10
m,2008,1,Gede,0,452.47,122,2007-10
m,2008,45,Gede,1,97.84,122,2007-10
m,2008,65,Gede,4,73.32,122,2007-10
m,2008,35,Gede,1,123.97,122,2007-10
m,2008,0,Gede,2,9.12,122,2007-10
m,2008,5,Jaribuni,1,762.67,79,2007-10
m,2008,65,Jaribuni,0,33.7,79,2007-10
m,2008,55,Jaribuni,3,76.21,79,2007-10
m,2008,45,Jaribuni,3,95.2,79,2007-10
m,2008,0.0767,Jaribuni,2,91.72,79,2007-10
m,2008,75,Jaribuni,1,35.98,79,2007-10
m,2008,0,Jaribuni,1,6.23,79,2007-10
m,2008,25,Jaribuni,0,90.9,79,2007-10
m,2008,1,Jaribuni,1,365,79,2007-10
m,2008,15,Jaribuni,1,437.63,79,2007-10
m,2008,35,Jaribuni,0,94.56,79,2007-10
m,2008,0,Junju,10,32.02,423,2007-10
m,2008,65,Junju,11,192.31,423,2007-10
m,2008,45,Junju,8,685.66,423,2007-10
m,2008,55,Junju,8,454.57,423,2007-10
m,2008,75,Junju,13,104.48,423,2007-10
m,2008,15,Junju,1,2497.32,423,2007-10
m,2008,25,Junju,4,1367.15,423,2007-10
m,2008,0.0767,Junju,3,404.83,423,2007-10
m,2008,5,Junju,3,4142.44,423,2007-10
m,2008,1,Junju,6,1963.06,423,2007-10
m,2008,35,Junju,6,964.26,423,2007-10
m,2008,65,Kauma,4,91.78,164,2007-10
m,2008,0.0767,Kauma,0,154.98,164,2007-10
m,2008,0,Kauma,2,12.59,164,2007-10
m,2008,15,Kauma,1,694.9,164,2007-10
m,2008,35,Kauma,0,164.77,164,2007-10
m,2008,1,Kauma,3,607.04,164,2007-10
m,2008,55,Kauma,4,146.31,164,2007-10
m,2008,5,Kauma,0,1382.2,164,2007-10
m,2008,45,Kauma,3,134.72,164,2007-10
m,2008,75,Kauma,5,85.69,164,2007-10
m,2008,25,Kauma,0,167,164,2007-10
m,2008,25,Kilifi township,10,2599.64,586,2007-10
m,2008,15,Kilifi township,4,3370.66,586,2007-10
m,2008,1,Kilifi township,10,2510.16,586,2007-10
m,2008,0,Kilifi township,9,44.5,586,2007-10
m,2008,75,Kilifi township,4,93.97,586,2007-10
m,2008,45,Kilifi township,15,1143.78,586,2007-10
m,2008,55,Kilifi township,11,519.67,586,2007-10
m,2008,65,Kilifi township,6,205.4,586,2007-10
m,2008,0.0767,Kilifi township,8,575.67,586,2007-10
m,2008,35,Kilifi township,10,1808.69,586,2007-10
m,2008,5,Kilifi township,8,5646.35,586,2007-10
m,2008,0.0767,Matsangoni,2,226.4,225,2007-10
m,2008,5,Matsangoni,3,2134.28,225,2007-10
m,2008,15,Matsangoni,3,1317.12,225,2007-10
m,2008,35,Matsangoni,4,279.92,225,2007-10
m,2008,1,Matsangoni,1,965.61,225,2007-10
m,2008,45,Matsangoni,2,231.72,225,2007-10
m,2008,0,Matsangoni,4,17.28,225,2007-10
m,2008,65,Matsangoni,4,134.69,225,2007-10
m,2008,25,Matsangoni,4,517.58,225,2007-10
m,2008,55,Matsangoni,4,215.26,225,2007-10
m,2008,75,Matsangoni,8,71.77,225,2007-10
m,2008,65,Mtwapa,2,95.67,152,2007-10
m,2008,0,Mtwapa,2,12.01,152,2007-10
m,2008,55,Mtwapa,5,199.99,152,2007-10
m,2008,1,Mtwapa,3,765.46,152,2007-10
m,2008,75,Mtwapa,6,50.41,152,2007-10
m,2008,25,Mtwapa,5,703.85,152,2007-10
m,2008,15,Mtwapa,1,1121.4,152,2007-10
m,2008,35,Mtwapa,1,459.22,152,2007-10
m,2008,45,Mtwapa,3,306.66,152,2007-10
m,2008,0.0767,Mtwapa,1,157.26,152,2007-10
m,2008,5,Mtwapa,1,1661.56,152,2007-10
m,2008,35,Ngerenya,5,379.56,271,2007-10
m,2008,15,Ngerenya,0,1304.69,271,2007-10
m,2008,75,Ngerenya,7,98.14,271,2007-10
m,2008,1,Ngerenya,6,1017.07,271,2007-10
m,2008,0.0767,Ngerenya,2,250.24,271,2007-10
m,2008,5,Ngerenya,1,2175.44,271,2007-10
m,2008,25,Ngerenya,1,566.99,271,2007-10
m,2008,65,Ngerenya,12,150.47,271,2007-10
m,2008,45,Ngerenya,6,257.35,271,2007-10
m,2008,0,Ngerenya,7,20.71,271,2007-10
m,2008,55,Ngerenya,6,220.28,271,2007-10
m,2008,5,Roka,2,2388.24,273,2007-10
m,2008,55,Roka,10,234.99,273,2007-10
m,2008,1,Roka,3,1135.8,273,2007-10
m,2008,0,Roka,1,20.79,273,2007-10
m,2008,15,Roka,3,1350.53,273,2007-10
m,2008,0.0767,Roka,1,263.56,273,2007-10
m,2008,25,Roka,2,643.3,273,2007-10
m,2008,75,Roka,8,83.14,273,2007-10
m,2008,65,Roka,9,154.22,273,2007-10
m,2008,45,Roka,0,287.16,273,2007-10
m,2008,35,Roka,0,411.77,273,2007-10
m,2008,0.0767,Sokoke,0,138.37,143,2007-10
m,2008,25,Sokoke,0,184.91,143,2007-10
m,2008,0,Sokoke,2,11.02,143,2007-10
m,2008,5,Sokoke,0,1383.25,143,2007-10
m,2008,55,Sokoke,2,137.13,143,2007-10
m,2008,1,Sokoke,4,642.41,143,2007-10
m,2008,75,Sokoke,5,69.77,143,2007-10
m,2008,45,Sokoke,2,142.78,143,2007-10
m,2008,15,Sokoke,0,804.24,143,2007-10
m,2008,35,Sokoke,2,139.94,143,2007-10
m,2008,65,Sokoke,3,89.33,143,2007-10
m,2008,0.0767,Takaungu Mavueni,5,399.98,406,2007-10
m,2008,65,Takaungu Mavueni,8,216.25,406,2007-10
m,2008,75,Takaungu Mavueni,12,135.79,406,2007-10
m,2008,5,Takaungu Mavueni,2,3915.54,406,2007-10
m,2008,1,Takaungu Mavueni,5,1745.87,406,2007-10
m,2008,45,Takaungu Mavueni,3,501.61,406,2007-10
m,2008,0,Takaungu Mavueni,11,30.8,406,2007-10
m,2008,15,Takaungu Mavueni,2,2082.86,406,2007-10
m,2008,25,Takaungu Mavueni,2,848.33,406,2007-10
m,2008,55,Takaungu Mavueni,6,437.24,406,2007-10
m,2008,35,Takaungu Mavueni,5,639.09,406,2007-10
m,2008,15,Tezo,2,2045.49,390,2007-10
m,2008,0.0767,Tezo,4,376.75,390,2007-10
m,2008,45,Tezo,10,447.74,390,2007-10
m,2008,35,Tezo,11,723.75,390,2007-10
m,2008,25,Tezo,4,1134.65,390,2007-10
m,2008,65,Tezo,11,177.26,390,2007-10
m,2008,1,Tezo,3,1611.79,390,2007-10
m,2008,0,Tezo,7,29.68,390,2007-10
m,2008,5,Tezo,4,3328.38,390,2007-10
m,2008,75,Tezo,14,122.49,390,2007-10
m,2008,55,Tezo,5,348.73,390,2007-10
m,2008,35,unknown,0,11.14,5,2007-10
m,2008,25,unknown,0,23.14,5,2007-10
m,2008,15,unknown,0,23.53,5,2007-10
m,2008,55,unknown,0,1.79,5,2007-10
m,2008,0.0767,unknown,0,3.03,5,2007-10
m,2008,5,unknown,0,30.62,5,2007-10
m,2008,1,unknown,0,12.18,5,2007-10
m,2008,65,unknown,0,1.57,5,2007-10
m,2008,0,unknown,0,0.3,5,2007-10
m,2008,45,unknown,0,6.51,5,2007-10
m,2008,15,Ziani,1,1069.05,257,2007-10
m,2008,0.0767,Ziani,5,245.87,257,2007-10
m,2008,0,Ziani,2,19.92,257,2007-10
m,2008,55,Ziani,7,235.89,257,2007-10
m,2008,75,Ziani,6,81.5,257,2007-10
m,2008,1,Ziani,6,1051.71,257,2007-10
m,2008,25,Ziani,1,343.06,257,2007-10
m,2008,5,Ziani,3,2244.41,257,2007-10
m,2008,35,Ziani,3,308.94,257,2007-10
m,2008,65,Ziani,10,125.92,257,2007-10
m,2008,45,Ziani,0,257.15,257,2007-10
f,2009,25,Banda ra salam,3,549.74,177,2007-10
f,2009,35,Banda ra salam,2,398.72,177,2007-10
f,2009,15,Banda ra salam,2,871.55,177,2007-10
f,2009,65,Banda ra salam,2,166.1,177,2007-10
f,2009,0.0767,Banda ra salam,3,184.08,177,2007-10
f,2009,1,Banda ra salam,1,758.43,177,2007-10
f,2009,5,Banda ra salam,4,1516.34,177,2007-10
f,2009,55,Banda ra salam,5,266.04,177,2007-10
f,2009,75,Banda ra salam,6,83.67,177,2007-10
f,2009,0,Banda ra salam,3,13.61,177,2007-10
f,2009,45,Banda ra salam,0,397.21,177,2007-10
f,2009,35,Chasimba,4,770.55,273,2007-10
f,2009,75,Chasimba,6,144.53,273,2007-10
f,2009,45,Chasimba,3,766.28,273,2007-10
f,2009,25,Chasimba,5,1033.25,273,2007-10
f,2009,65,Chasimba,3,320.42,273,2007-10
f,2009,1,Chasimba,4,1260.2,273,2007-10
f,2009,0,Chasimba,3,20.81,273,2007-10
f,2009,55,Chasimba,4,486.95,273,2007-10
f,2009,5,Chasimba,1,3040.54,273,2007-10
f,2009,15,Chasimba,1,1779.59,273,2007-10
f,2009,0.0767,Chasimba,4,286.25,273,2007-10
f,2009,1,Gede,1,445.85,107,2007-10
f,2009,0,Gede,3,8.15,107,2007-10
f,2009,75,Gede,2,37.2,107,2007-10
f,2009,0.0767,Gede,1,95.73,107,2007-10
f,2009,35,Gede,0,240.24,107,2007-10
f,2009,15,Gede,1,594.88,107,2007-10
f,2009,25,Gede,0,383.2,107,2007-10
f,2009,65,Gede,1,84.32,107,2007-10
f,2009,45,Gede,2,243.95,107,2007-10
f,2009,5,Gede,1,955.85,107,2007-10
f,2009,55,Gede,1,149.54,107,2007-10
f,2009,45,Jaribuni,1,199.55,72,2007-10
f,2009,55,Jaribuni,2,106.99,72,2007-10
f,2009,1,Jaribuni,2,360.71,72,2007-10
f,2009,15,Jaribuni,0,464.44,72,2007-10
f,2009,0,Jaribuni,1,5.22,72,2007-10
f,2009,75,Jaribuni,4,53.84,72,2007-10
f,2009,5,Jaribuni,1,785,72,2007-10
f,2009,65,Jaribuni,1,66.05,72,2007-10
f,2009,25,Jaribuni,2,266.63,72,2007-10
f,2009,35,Jaribuni,0,212.7,72,2007-10
f,2009,0.0767,Jaribuni,1,71.15,72,2007-10
f,2009,35,Junju,4,1121.78,467,2007-10
f,2009,55,Junju,7,604.54,467,2007-10
f,2009,65,Junju,13,308.19,467,2007-10
f,2009,15,Junju,6,2661.89,467,2007-10
f,2009,25,Junju,6,1840.84,467,2007-10
f,2009,45,Junju,6,969.03,467,2007-10
f,2009,1,Junju,7,2037.37,467,2007-10
f,2009,0,Junju,7,35.55,467,2007-10
f,2009,0.0767,Junju,5,442.23,467,2007-10
f,2009,75,Junju,12,117.57,467,2007-10
f,2009,5,Junju,1,4328.74,467,2007-10
f,2009,65,Kauma,6,125.43,149,2007-10
f,2009,35,Kauma,1,329.65,149,2007-10
f,2009,0.0767,Kauma,2,154.79,149,2007-10
f,2009,0,Kauma,2,11.16,149,2007-10
f,2009,15,Kauma,0,776.99,149,2007-10
f,2009,45,Kauma,2,347.9,149,2007-10
f,2009,5,Kauma,2,1331.93,149,2007-10
f,2009,55,Kauma,5,179.16,149,2007-10
f,2009,75,Kauma,3,78.63,149,2007-10
f,2009,1,Kauma,3,655.67,149,2007-10
f,2009,25,Kauma,2,537.43,149,2007-10
f,2009,75,Kilifi township,14,126.67,604,2007-10
f,2009,65,Kilifi township,11,298,604,2007-10
f,2009,5,Kilifi township,3,5635.4,604,2007-10
f,2009,45,Kilifi township,12,1390.16,604,2007-10
f,2009,25,Kilifi township,13,3317.91,604,2007-10
f,2009,55,Kilifi township,6,674.19,604,2007-10
f,2009,1,Kilifi township,3,2637.74,604,2007-10
f,2009,35,Kilifi township,14,2121.48,604,2007-10
f,2009,15,Kilifi township,3,4059.62,604,2007-10
f,2009,0.0767,Kilifi township,6,617.93,604,2007-10
f,2009,0,Kilifi township,14,45.43,604,2007-10
f,2009,0,Matsangoni,4,19.58,261,2007-10
f,2009,45,Matsangoni,5,513.53,261,2007-10
f,2009,5,Matsangoni,1,2164.52,261,2007-10
f,2009,15,Matsangoni,3,1441.55,261,2007-10
f,2009,35,Matsangoni,6,534.13,261,2007-10
f,2009,25,Matsangoni,2,822.38,261,2007-10
f,2009,1,Matsangoni,4,1043.41,261,2007-10
f,2009,65,Matsangoni,4,182,261,2007-10
f,2009,75,Matsangoni,2,95.1,261,2007-10
f,2009,55,Matsangoni,3,332.41,261,2007-10
f,2009,0.0767,Matsangoni,2,256.83,261,2007-10
f,2009,1,Mtwapa,4,721.02,179,2007-10
f,2009,5,Mtwapa,0,1722.46,179,2007-10
f,2009,45,Mtwapa,1,377.29,179,2007-10
f,2009,0.0767,Mtwapa,1,167.95,179,2007-10
f,2009,25,Mtwapa,6,797.64,179,2007-10
f,2009,15,Mtwapa,1,1110.99,179,2007-10
f,2009,65,Mtwapa,3,109.35,179,2007-10
f,2009,75,Mtwapa,8,57.09,179,2007-10
f,2009,35,Mtwapa,5,507.51,179,2007-10
f,2009,0,Mtwapa,4,13.44,179,2007-10
f,2009,55,Mtwapa,2,230.4,179,2007-10
f,2009,35,Ngerenya,5,567.63,212,2007-10
f,2009,45,Ngerenya,4,501.24,212,2007-10
f,2009,5,Ngerenya,0,2178.08,212,2007-10
f,2009,25,Ngerenya,2,898.45,212,2007-10
f,2009,55,Ngerenya,3,338.74,212,2007-10
f,2009,65,Ngerenya,7,228.43,212,2007-10
f,2009,1,Ngerenya,5,1061.81,212,2007-10
f,2009,0.0767,Ngerenya,3,223.87,212,2007-10
f,2009,15,Ngerenya,2,1437.57,212,2007-10
f,2009,0,Ngerenya,2,16.46,212,2007-10
f,2009,75,Ngerenya,7,100.07,212,2007-10
f,2009,1,Roka,3,1165.49,285,2007-10
f,2009,55,Roka,5,351.4,285,2007-10
f,2009,75,Roka,10,108.1,285,2007-10
f,2009,15,Roka,2,1563.49,285,2007-10
f,2009,25,Roka,2,915.31,285,2007-10
f,2009,65,Roka,8,226.07,285,2007-10
f,2009,35,Roka,3,643.79,285,2007-10
f,2009,0,Roka,3,21.96,285,2007-10
f,2009,45,Roka,3,514.51,285,2007-10
f,2009,5,Roka,0,2442.58,285,2007-10
f,2009,0.0767,Roka,5,283.67,285,2007-10
f,2009,25,Sokoke,0,429.86,134,2007-10
f,2009,75,Sokoke,2,82.64,134,2007-10
f,2009,15,Sokoke,2,840.88,134,2007-10
f,2009,0.0767,Sokoke,0,128.9,134,2007-10
f,2009,55,Sokoke,2,223.96,134,2007-10
f,2009,65,Sokoke,2,135.11,134,2007-10
f,2009,45,Sokoke,2,344.71,134,2007-10
f,2009,0,Sokoke,1,10.51,134,2007-10
f,2009,1,Sokoke,0,617.08,134,2007-10
f,2009,5,Sokoke,2,1475.22,134,2007-10
f,2009,35,Sokoke,3,383.49,134,2007-10
f,2009,35,Takaungu Mavueni,4,1086.44,411,2007-10
f,2009,25,Takaungu Mavueni,4,1488.9,411,2007-10
f,2009,55,Takaungu Mavueni,6,598.19,411,2007-10
f,2009,5,Takaungu Mavueni,0,3931.3,411,2007-10
f,2009,0.0767,Takaungu Mavueni,6,421.7,411,2007-10
f,2009,15,Takaungu Mavueni,0,2199.88,411,2007-10
f,2009,45,Takaungu Mavueni,9,843.57,411,2007-10
f,2009,65,Takaungu Mavueni,16,320.54,411,2007-10
f,2009,1,Takaungu Mavueni,5,1712.11,411,2007-10
f,2009,0,Takaungu Mavueni,6,31.81,411,2007-10
f,2009,75,Takaungu Mavueni,10,174.64,411,2007-10
f,2009,55,Tezo,11,509.65,355,2007-10
f,2009,5,Tezo,3,3397.63,355,2007-10
f,2009,65,Tezo,10,291.94,355,2007-10
f,2009,35,Tezo,5,950.38,355,2007-10
f,2009,25,Tezo,11,1473.95,355,2007-10
f,2009,0,Tezo,1,27.83,355,2007-10
f,2009,1,Tezo,3,1709.43,355,2007-10
f,2009,45,Tezo,5,753.19,355,2007-10
f,2009,75,Tezo,11,149.64,355,2007-10
f,2009,0.0767,Tezo,2,384.37,355,2007-10
f,2009,15,Tezo,2,2228.97,355,2007-10
f,2009,1,unknown,0,14.6,2,2007-10
f,2009,0,unknown,0,0.19,2,2007-10
f,2009,55,unknown,0,5.04,2,2007-10
f,2009,45,unknown,0,6.58,2,2007-10
f,2009,35,unknown,0,10.26,2,2007-10
f,2009,65,unknown,0,0.46,2,2007-10
f,2009,15,unknown,0,26.39,2,2007-10
f,2009,5,unknown,0,31.86,2,2007-10
f,2009,0.0767,unknown,0,3.05,2,2007-10
f,2009,25,unknown,0,11.92,2,2007-10
f,2009,65,Ziani,7,205.23,233,2007-10
f,2009,15,Ziani,0,1308.93,233,2007-10
f,2009,45,Ziani,3,516.71,233,2007-10
f,2009,5,Ziani,3,2150.65,233,2007-10
f,2009,55,Ziani,6,383.46,233,2007-10
f,2009,35,Ziani,1,580.6,233,2007-10
f,2009,25,Ziani,1,761.82,233,2007-10
f,2009,0.0767,Ziani,0,245.93,233,2007-10
f,2009,0,Ziani,3,18.16,233,2007-10
f,2009,1,Ziani,5,1024.51,233,2007-10
f,2009,75,Ziani,6,87.97,233,2007-10
m,2009,15,Banda ra salam,1,824.56,140,2007-10
m,2009,0,Banda ra salam,1,11.05,140,2007-10
m,2009,35,Banda ra salam,5,194.2,140,2007-10
m,2009,25,Banda ra salam,1,243.24,140,2007-10
m,2009,55,Banda ra salam,4,195.23,140,2007-10
m,2009,75,Banda ra salam,2,49.67,140,2007-10
m,2009,5,Banda ra salam,3,1562.55,140,2007-10
m,2009,1,Banda ra salam,2,648.44,140,2007-10
m,2009,65,Banda ra salam,9,111.8,140,2007-10
m,2009,0.0767,Banda ra salam,0,154.37,140,2007-10
m,2009,45,Banda ra salam,2,193.8,140,2007-10
m,2009,1,Chasimba,4,1353.65,309,2007-10
m,2009,55,Chasimba,4,332.16,309,2007-10
m,2009,0.0767,Chasimba,4,308.96,309,2007-10
m,2009,65,Chasimba,13,196.74,309,2007-10
m,2009,0,Chasimba,3,23.77,309,2007-10
m,2009,75,Chasimba,10,113.06,309,2007-10
m,2009,15,Chasimba,3,1450.55,309,2007-10
m,2009,25,Chasimba,2,412.02,309,2007-10
m,2009,5,Chasimba,3,3065.09,309,2007-10
m,2009,45,Chasimba,4,325.68,309,2007-10
m,2009,35,Chasimba,3,370.59,309,2007-10
m,2009,35,Gede,1,149.48,117,2007-10
m,2009,0,Gede,3,9.13,117,2007-10
m,2009,45,Gede,1,100.85,117,2007-10
m,2009,0.0767,Gede,0,126.87,117,2007-10
m,2009,55,Gede,2,118.68,117,2007-10
m,2009,75,Gede,7,37.61,117,2007-10
m,2009,25,Gede,1,227.39,117,2007-10
m,2009,65,Gede,6,74.74,117,2007-10
m,2009,5,Gede,0,1044.58,117,2007-10
m,2009,1,Gede,1,469.13,117,2007-10
m,2009,15,Gede,2,580.45,117,2007-10
m,2009,1,Jaribuni,1,363.08,82,2007-10
m,2009,55,Jaribuni,0,81.1,82,2007-10
m,2009,75,Jaribuni,3,33.24,82,2007-10
m,2009,5,Jaribuni,2,803.19,82,2007-10
m,2009,65,Jaribuni,2,38.5,82,2007-10
m,2009,25,Jaribuni,2,100.17,82,2007-10
m,2009,35,Jaribuni,0,90.92,82,2007-10
m,2009,45,Jaribuni,1,93.91,82,2007-10
m,2009,0.0767,Jaribuni,1,79.47,82,2007-10
m,2009,0,Jaribuni,2,6.14,82,2007-10
m,2009,15,Jaribuni,1,427.74,82,2007-10
m,2009,45,Junju,6,697.81,474,2007-10
m,2009,25,Junju,2,1441.04,474,2007-10
m,2009,0.0767,Junju,7,468.6,474,2007-10
m,2009,1,Junju,11,1991.55,474,2007-10
m,2009,35,Junju,5,983.81,474,2007-10
m,2009,15,Junju,6,2570.86,474,2007-10
m,2009,5,Junju,7,4260.38,474,2007-10
m,2009,0,Junju,12,36.04,474,2007-10
m,2009,75,Junju,12,99.74,474,2007-10
m,2009,65,Junju,10,199.26,474,2007-10
m,2009,55,Junju,17,475.24,474,2007-10
m,2009,35,Kauma,2,165.74,126,2007-10
m,2009,25,Kauma,0,169.92,126,2007-10
m,2009,15,Kauma,0,723.65,126,2007-10
m,2009,0,Kauma,1,9.68,126,2007-10
m,2009,0.0767,Kauma,2,139.35,126,2007-10
m,2009,75,Kauma,7,89.5,126,2007-10
m,2009,55,Kauma,2,150.84,126,2007-10
m,2009,1,Kauma,2,634.81,126,2007-10
m,2009,45,Kauma,3,139.93,126,2007-10
m,2009,5,Kauma,2,1406.21,126,2007-10
m,2009,65,Kauma,4,90.02,126,2007-10
m,2009,55,Kilifi township,6,553.47,620,2007-10
m,2009,5,Kilifi township,5,5841.24,620,2007-10
m,2009,65,Kilifi township,8,212.87,620,2007-10
m,2009,25,Kilifi township,9,2646.67,620,2007-10
m,2009,0.0767,Kilifi township,10,622.22,620,2007-10
m,2009,1,Kilifi township,6,2616.34,620,2007-10
m,2009,45,Kilifi township,10,1193.26,620,2007-10
m,2009,15,Kilifi township,3,3537.05,620,2007-10
m,2009,75,Kilifi township,14,106.4,620,2007-10
m,2009,35,Kilifi township,9,1872.75,620,2007-10
m,2009,0,Kilifi township,9,47.08,620,2007-10
m,2009,45,Matsangoni,1,233.81,242,2007-10
m,2009,5,Matsangoni,1,2191.56,242,2007-10
m,2009,0.0767,Matsangoni,0,219.75,242,2007-10
m,2009,75,Matsangoni,2,82.12,242,2007-10
m,2009,25,Matsangoni,4,557.01,242,2007-10
m,2009,1,Matsangoni,1,1010.78,242,2007-10
m,2009,0,Matsangoni,6,17.75,242,2007-10
m,2009,35,Matsangoni,2,312.25,242,2007-10
m,2009,65,Matsangoni,9,134.05,242,2007-10
m,2009,15,Matsangoni,5,1370.03,242,2007-10
m,2009,55,Matsangoni,4,225.7,242,2007-10
m,2009,25,Mtwapa,1,734.55,162,2007-10
m,2009,35,Mtwapa,2,507.75,162,2007-10
m,2009,5,Mtwapa,2,1747.33,162,2007-10
m,2009,1,Mtwapa,4,792.89,162,2007-10
m,2009,0,Mtwapa,2,12.12,162,2007-10
m,2009,15,Mtwapa,3,1189.15,162,2007-10
m,2009,55,Mtwapa,8,217.75,162,2007-10
m,2009,0.0767,Mtwapa,1,165.65,162,2007-10
m,2009,75,Mtwapa,3,49.74,162,2007-10
m,2009,45,Mtwapa,5,298.47,162,2007-10
m,2009,65,Mtwapa,4,103.67,162,2007-10
m,2009,0,Ngerenya,5,19.69,262,2007-10
m,2009,55,Ngerenya,5,221.41,262,2007-10
m,2009,15,Ngerenya,3,1369.32,262,2007-10
m,2009,45,Ngerenya,5,265.01,262,2007-10
m,2009,1,Ngerenya,2,1081.66,262,2007-10
m,2009,65,Ngerenya,13,142.32,262,2007-10
m,2009,5,Ngerenya,0,2238.75,262,2007-10
m,2009,75,Ngerenya,9,100.22,262,2007-10
m,2009,0.0767,Ngerenya,2,250.36,262,2007-10
m,2009,25,Ngerenya,3,607.62,262,2007-10
m,2009,35,Ngerenya,3,425.61,262,2007-10
m,2009,75,Roka,7,86.15,280,2007-10
m,2009,55,Roka,3,229.44,280,2007-10
m,2009,15,Roka,3,1424.93,280,2007-10
m,2009,5,Roka,1,2494.22,280,2007-10
m,2009,0,Roka,4,21.87,280,2007-10
m,2009,35,Roka,2,447,280,2007-10
