sex,year,agecat_1,loc,deaths,PYO,births,y_bloc
m,2010,75,Gede,6,36.23,103,2007-10
m,2010,25,Gede,3,227.76,103,2007-10
m,2010,35,Gede,2,159.41,103,2007-10
m,2010,0,Gede,1,7.69,103,2007-10
m,2010,55,Gede,4,116.26,103,2007-10
m,2010,45,Gede,0,97.02,103,2007-10
m,2010,5,Gede,0,1037.53,103,2007-10
m,2010,15,Gede,0,583.74,103,2007-10
m,2010,75,Jaribuni,1,29.03,79,2007-10
m,2010,0,Jaribuni,1,6.1,79,2007-10
m,2010,15,Jaribuni,0,431.92,79,2007-10
m,2010,65,Jaribuni,3,47.92,79,2007-10
m,2010,25,Jaribuni,0,100.65,79,2007-10
m,2010,0.0767,Jaribuni,1,72.87,79,2007-10
m,2010,45,Jaribuni,0,93.95,79,2007-10
m,2010,1,Jaribuni,0,366.57,79,2007-10
m,2010,55,Jaribuni,2,83.42,79,2007-10
m,2010,35,Jaribuni,0,93.18,79,2007-10
m,2010,5,Jaribuni,1,801.89,79,2007-10
m,2010,5,Junju,2,4430.13,518,2007-10
m,2010,45,Junju,2,713.05,518,2007-10
m,2010,35,Junju,3,1074.31,518,2007-10
m,2010,25,Junju,5,1459.81,518,2007-10
m,2010,0.0767,Junju,3,463.82,518,2007-10
m,2010,65,Junju,6,219.95,518,2007-10
m,2010,1,Junju,12,2079.13,518,2007-10
m,2010,15,Junju,4,2662.5,518,2007-10
m,2010,75,Junju,14,98.11,518,2007-10
m,2010,55,Junju,12,498.28,518,2007-10
m,2010,0,Junju,7,39.79,518,2007-10
m,2010,65,Kauma,5,98.85,174,2007-10
m,2010,15,Kauma,0,715.65,174,2007-10
m,2010,75,Kauma,7,86.64,174,2007-10
m,2010,1,Kauma,1,666.2,174,2007-10
m,2010,0,Kauma,2,13.21,174,2007-10
m,2010,0.0767,Kauma,2,135.06,174,2007-10
m,2010,25,Kauma,2,190.62,174,2007-10
m,2010,45,Kauma,0,156.57,174,2007-10
m,2010,35,Kauma,0,167.76,174,2007-10
m,2010,5,Kauma,1,1438.37,174,2007-10
m,2010,55,Kauma,3,148.25,174,2007-10
m,2010,55,Kilifi township,9,598.31,587,2007-10
m,2010,15,Kilifi township,8,3632.32,587,2007-10
m,2010,45,Kilifi township,10,1249.77,587,2007-10
m,2010,0,Kilifi township,8,44.39,587,2007-10
m,2010,75,Kilifi township,12,106.15,587,2007-10
m,2010,5,Kilifi township,2,5987.39,587,2007-10
m,2010,1,Kilifi township,8,2788.83,587,2007-10
m,2010,35,Kilifi township,16,2001.33,587,2007-10
m,2010,25,Kilifi township,6,2781.84,587,2007-10
m,2010,65,Kilifi township,9,224.88,587,2007-10
m,2010,0.0767,Kilifi township,4,571.51,587,2007-10
m,2010,15,Matsangoni,1,1380.47,239,2007-10
m,2010,0.0767,Matsangoni,2,225.19,239,2007-10
m,2010,35,Matsangoni,1,348.55,239,2007-10
m,2010,25,Matsangoni,2,559.52,239,2007-10
m,2010,55,Matsangoni,5,233.29,239,2007-10
m,2010,45,Matsangoni,1,230.3,239,2007-10
m,2010,0,Matsangoni,3,18.37,239,2007-10
m,2010,1,Matsangoni,6,994.9,239,2007-10
m,2010,5,Matsangoni,2,2196.92,239,2007-10
m,2010,75,Matsangoni,12,90.26,239,2007-10
m,2010,65,Matsangoni,7,132.97,239,2007-10
m,2010,35,Mtwapa,3,547.71,194,2007-10
m,2010,1,Mtwapa,4,843.32,194,2007-10
m,2010,0,Mtwapa,4,14.64,194,2007-10
m,2010,5,Mtwapa,2,1784.12,194,2007-10
m,2010,75,Mtwapa,4,53.28,194,2007-10
m,2010,15,Mtwapa,1,1269.58,194,2007-10
m,2010,45,Mtwapa,5,308.5,194,2007-10
m,2010,25,Mtwapa,3,796.4,194,2007-10
m,2010,0.0767,Mtwapa,1,167.54,194,2007-10
m,2010,65,Mtwapa,3,113.15,194,2007-10
m,2010,55,Mtwapa,1,223.38,194,2007-10
m,2010,0,Ngerenya,6,21.03,276,2007-10
m,2010,65,Ngerenya,3,141.67,276,2007-10
m,2010,15,Ngerenya,2,1416.96,276,2007-10
m,2010,0.0767,Ngerenya,3,248.42,276,2007-10
m,2010,75,Ngerenya,12,105.39,276,2007-10
m,2010,45,Ngerenya,5,267.29,276,2007-10
m,2010,55,Ngerenya,2,218.21,276,2007-10
m,2010,25,Ngerenya,2,631.12,276,2007-10
m,2010,5,Ngerenya,4,2318.27,276,2007-10
m,2010,35,Ngerenya,5,457.02,276,2007-10
m,2010,1,Ngerenya,1,1120.69,276,2007-10
m,2010,65,Roka,5,162.87,296,2007-10
m,2010,45,Roka,5,340.23,296,2007-10
m,2010,55,Roka,8,239.14,296,2007-10
m,2010,35,Roka,4,495.53,296,2007-10
m,2010,5,Roka,3,2614.15,296,2007-10
m,2010,75,Roka,8,90.26,296,2007-10
m,2010,0,Roka,9,21.99,296,2007-10
m,2010,15,Roka,2,1518.07,296,2007-10
m,2010,25,Roka,2,730.95,296,2007-10
m,2010,1,Roka,6,1248.58,296,2007-10
m,2010,0.0767,Roka,6,255.82,296,2007-10
m,2010,55,Sokoke,3,133.04,144,2007-10
m,2010,0.0767,Sokoke,3,128.91,144,2007-10
m,2010,1,Sokoke,1,642.84,144,2007-10
m,2010,25,Sokoke,0,194.3,144,2007-10
m,2010,65,Sokoke,4,94.37,144,2007-10
m,2010,15,Sokoke,0,813.93,144,2007-10
m,2010,75,Sokoke,8,73.61,144,2007-10
m,2010,0,Sokoke,1,10.98,144,2007-10
m,2010,45,Sokoke,0,144.56,144,2007-10
m,2010,5,Sokoke,3,1406.34,144,2007-10
m,2010,35,Sokoke,0,144.7,144,2007-10
m,2010,0,Takaungu Mavueni,8,35.79,475,2007-10
m,2010,65,Takaungu Mavueni,11,253.47,475,2007-10
m,2010,5,Takaungu Mavueni,1,4177.55,475,2007-10
m,2010,0.0767,Takaungu Mavueni,6,404.56,475,2007-10
m,2010,15,Takaungu Mavueni,1,2337.97,475,2007-10
m,2010,55,Takaungu Mavueni,11,469.25,475,2007-10
m,2010,1,Takaungu Mavueni,7,1899.2,475,2007-10
m,2010,75,Takaungu Mavueni,11,134.52,475,2007-10
m,2010,25,Takaungu Mavueni,4,997.98,475,2007-10
m,2010,45,Takaungu Mavueni,8,527.01,475,2007-10
m,2010,35,Takaungu Mavueni,6,698.74,475,2007-10
m,2010,25,Tezo,5,1344.43,395,2007-10
m,2010,45,Tezo,6,510,395,2007-10
m,2010,35,Tezo,8,907.37,395,2007-10
m,2010,5,Tezo,5,3665.98,395,2007-10
m,2010,0.0767,Tezo,6,363.56,395,2007-10
m,2010,1,Tezo,4,1809.41,395,2007-10
m,2010,75,Tezo,9,127.92,395,2007-10
m,2010,0,Tezo,8,29.36,395,2007-10
m,2010,65,Tezo,7,189.85,395,2007-10
m,2010,15,Tezo,3,2156.78,395,2007-10
m,2010,55,Tezo,11,370.85,395,2007-10
m,2010,35,unknown,1,12.24,7,2007-10
m,2010,25,unknown,0,7.58,7,2007-10
m,2010,65,unknown,0,1,7,2007-10
m,2010,0.0767,unknown,0,2.08,7,2007-10
m,2010,5,unknown,0,15.4,7,2007-10
m,2010,1,unknown,0,11.39,7,2007-10
m,2010,15,unknown,0,18.89,7,2007-10
m,2010,55,unknown,0,3.71,7,2007-10
m,2010,0,unknown,0,0.23,7,2007-10
m,2010,45,unknown,0,2.95,7,2007-10
m,2010,0,Ziani,3,19.21,256,2007-10
m,2010,25,Ziani,5,361.34,256,2007-10
m,2010,5,Ziani,4,2263.09,256,2007-10
m,2010,1,Ziani,4,1106.61,256,2007-10
m,2010,75,Ziani,6,82.82,256,2007-10
m,2010,65,Ziani,7,142.1,256,2007-10
m,2010,55,Ziani,5,234.85,256,2007-10
m,2010,0.0767,Ziani,5,225.39,256,2007-10
m,2010,15,Ziani,4,1201.27,256,2007-10
m,2010,45,Ziani,4,267.16,256,2007-10
m,2010,35,Ziani,3,331.54,256,2007-10
f,2011,35,Banda ra salam,2,442.59,173,2011-14
f,2011,55,Banda ra salam,3,274.37,173,2011-14
f,2011,65,Banda ra salam,4,185.7,173,2011-14
f,2011,75,Banda ra salam,8,92.67,173,2011-14
f,2011,0,Banda ra salam,4,12.95,173,2011-14
f,2011,25,Banda ra salam,1,538.06,173,2011-14
f,2011,5,Banda ra salam,0,1591.51,173,2011-14
f,2011,45,Banda ra salam,1,373.77,173,2011-14
f,2011,0.0767,Banda ra salam,2,173.2,173,2011-14
f,2011,1,Banda ra salam,3,734.22,173,2011-14
f,2011,15,Banda ra salam,3,919.1,173,2011-14
f,2011,55,Chasimba,8,535.74,336,2011-14
f,2011,35,Chasimba,4,856.64,336,2011-14
f,2011,45,Chasimba,4,708.18,336,2011-14
f,2011,0.0767,Chasimba,4,328.7,336,2011-14
f,2011,5,Chasimba,1,3034.85,336,2011-14
f,2011,75,Chasimba,9,167.97,336,2011-14
f,2011,1,Chasimba,2,1315.66,336,2011-14
f,2011,65,Chasimba,12,367.29,336,2011-14
f,2011,0,Chasimba,1,26.04,336,2011-14
f,2011,15,Chasimba,1,1758.19,336,2011-14
f,2011,25,Chasimba,1,1033.74,336,2011-14
f,2011,5,Gede,1,1029.03,119,2011-14
f,2011,25,Gede,3,386.68,119,2011-14
f,2011,0.0767,Gede,1,106.87,119,2011-14
f,2011,1,Gede,0,443.35,119,2011-14
f,2011,15,Gede,0,596.24,119,2011-14
f,2011,75,Gede,3,44.96,119,2011-14
f,2011,65,Gede,2,91.91,119,2011-14
f,2011,0,Gede,2,9,119,2011-14
f,2011,35,Gede,0,251.27,119,2011-14
f,2011,45,Gede,1,227.7,119,2011-14
f,2011,55,Gede,2,170.39,119,2011-14
f,2011,15,Jaribuni,0,459.21,83,2011-14
f,2011,65,Jaribuni,3,72.49,83,2011-14
f,2011,0.0767,Jaribuni,1,78.23,83,2011-14
f,2011,1,Jaribuni,1,332.82,83,2011-14
f,2011,55,Jaribuni,1,98.72,83,2011-14
f,2011,45,Jaribuni,3,197.3,83,2011-14
f,2011,35,Jaribuni,1,225.82,83,2011-14
f,2011,25,Jaribuni,1,281.3,83,2011-14
f,2011,75,Jaribuni,5,55.7,83,2011-14
f,2011,5,Jaribuni,0,795.86,83,2011-14
f,2011,0,Jaribuni,1,6.15,83,2011-14
f,2011,0,Junju,9,38.99,519,2011-14
f,2011,15,Junju,12,2806.59,519,2011-14
f,2011,55,Junju,4,651.44,519,2011-14
f,2011,75,Junju,8,130.68,519,2011-14
f,2011,45,Junju,7,960.27,519,2011-14
f,2011,65,Junju,8,335.67,519,2011-14
f,2011,1,Junju,10,2098.06,519,2011-14
f,2011,5,Junju,1,4499.64,519,2011-14
f,2011,35,Junju,4,1285.36,519,2011-14
f,2011,0.0767,Junju,8,510.23,519,2011-14
f,2011,25,Junju,7,1979.56,519,2011-14
f,2011,65,Kauma,1,140.48,138,2011-14
f,2011,35,Kauma,0,381.63,138,2011-14
f,2011,5,Kauma,2,1440.79,138,2011-14
f,2011,55,Kauma,5,182.69,138,2011-14
f,2011,75,Kauma,9,87.65,138,2011-14
f,2011,0,Kauma,1,10.82,138,2011-14
f,2011,0.0767,Kauma,0,148.39,138,2011-14
f,2011,45,Kauma,2,336.35,138,2011-14
f,2011,15,Kauma,1,793.64,138,2011-14
f,2011,1,Kauma,4,668.37,138,2011-14
f,2011,25,Kauma,4,552.31,138,2011-14
f,2011,45,Kilifi township,11,1476.72,612,2011-14
f,2011,75,Kilifi township,8,137.24,612,2011-14
f,2011,0.0767,Kilifi township,2,593.7,612,2011-14
f,2011,5,Kilifi township,6,5953.73,612,2011-14
f,2011,25,Kilifi township,13,3563.53,612,2011-14
f,2011,65,Kilifi township,9,373.43,612,2011-14
f,2011,55,Kilifi township,12,724.17,612,2011-14
f,2011,15,Kilifi township,4,4146.92,612,2011-14
f,2011,0,Kilifi township,5,46.18,612,2011-14
f,2011,1,Kilifi township,1,2767.6,612,2011-14
f,2011,35,Kilifi township,10,2422.89,612,2011-14
f,2011,75,Matsangoni,6,109.01,257,2011-14
f,2011,1,Matsangoni,1,1059.95,257,2011-14
f,2011,45,Matsangoni,3,486.36,257,2011-14
f,2011,35,Matsangoni,6,578.44,257,2011-14
f,2011,65,Matsangoni,12,219.4,257,2011-14
f,2011,15,Matsangoni,2,1488.9,257,2011-14
f,2011,5,Matsangoni,2,2259.99,257,2011-14
f,2011,55,Matsangoni,2,352.35,257,2011-14
f,2011,25,Matsangoni,1,849.81,257,2011-14
f,2011,0.0767,Matsangoni,1,241.16,257,2011-14
f,2011,0,Matsangoni,4,19.31,257,2011-14
f,2011,45,Mtwapa,2,393.53,180,2011-14
f,2011,5,Mtwapa,2,1797.32,180,2011-14
f,2011,75,Mtwapa,4,62.19,180,2011-14
f,2011,0.0767,Mtwapa,0,208.2,180,2011-14
f,2011,0,Mtwapa,3,13.97,180,2011-14
f,2011,55,Mtwapa,5,237.58,180,2011-14
f,2011,65,Mtwapa,5,136.64,180,2011-14
f,2011,35,Mtwapa,3,605.42,180,2011-14
f,2011,1,Mtwapa,0,758.03,180,2011-14
f,2011,25,Mtwapa,5,857.63,180,2011-14
f,2011,15,Mtwapa,3,1185.3,180,2011-14
f,2011,0,Ngerenya,3,19.06,245,2011-14
f,2011,5,Ngerenya,2,2310.93,245,2011-14
f,2011,35,Ngerenya,3,653.98,245,2011-14
f,2011,55,Ngerenya,3,349.97,245,2011-14
f,2011,15,Ngerenya,2,1483.81,245,2011-14
f,2011,65,Ngerenya,8,241.02,245,2011-14
f,2011,45,Ngerenya,2,504.77,245,2011-14
f,2011,1,Ngerenya,2,1051.89,245,2011-14
f,2011,25,Ngerenya,2,928.63,245,2011-14
f,2011,0.0767,Ngerenya,3,255.59,245,2011-14
f,2011,75,Ngerenya,6,122.92,245,2011-14
f,2011,35,Roka,3,684.17,261,2011-14
f,2011,0,Roka,3,20.1,261,2011-14
f,2011,55,Roka,2,351.88,261,2011-14
f,2011,25,Roka,1,971.26,261,2011-14
f,2011,45,Roka,2,529.05,261,2011-14
f,2011,0.0767,Roka,2,272.21,261,2011-14
f,2011,15,Roka,3,1573.29,261,2011-14
f,2011,75,Roka,7,119.37,261,2011-14
f,2011,5,Roka,1,2605.38,261,2011-14
f,2011,1,Roka,3,1202.38,261,2011-14
f,2011,65,Roka,5,242.3,261,2011-14
f,2011,55,Sokoke,3,238.2,138,2011-14
f,2011,0,Sokoke,1,11.33,138,2011-14
f,2011,1,Sokoke,1,570.24,138,2011-14
f,2011,0.0767,Sokoke,1,140.15,138,2011-14
f,2011,45,Sokoke,2,326.51,138,2011-14
f,2011,65,Sokoke,3,161.58,138,2011-14
f,2011,35,Sokoke,2,404.51,138,2011-14
f,2011,25,Sokoke,1,429.98,138,2011-14
f,2011,5,Sokoke,0,1486.87,138,2011-14
f,2011,75,Sokoke,5,97.02,138,2011-14
f,2011,15,Sokoke,3,842.55,138,2011-14
f,2011,0,Takaungu Mavueni,10,31.69,427,2011-14
f,2011,15,Takaungu Mavueni,6,2495.78,427,2011-14
f,2011,0.0767,Takaungu Mavueni,4,410.68,427,2011-14
f,2011,45,Takaungu Mavueni,6,839.62,427,2011-14
f,2011,55,Takaungu Mavueni,11,655.54,427,2011-14
f,2011,75,Takaungu Mavueni,9,193.57,427,2011-14
f,2011,25,Takaungu Mavueni,7,1501.08,427,2011-14
f,2011,1,Takaungu Mavueni,7,1829.21,427,2011-14
f,2011,35,Takaungu Mavueni,4,1207.72,427,2011-14
f,2011,65,Takaungu Mavueni,7,352.94,427,2011-14
f,2011,5,Takaungu Mavueni,6,4204.1,427,2011-14
f,2011,15,Tezo,3,2339.98,412,2011-14
f,2011,65,Tezo,9,335.9,412,2011-14
f,2011,45,Tezo,3,787.48,412,2011-14
f,2011,75,Tezo,13,175.31,412,2011-14
f,2011,1,Tezo,5,1783.72,412,2011-14
f,2011,35,Tezo,6,1126.4,412,2011-14
f,2011,55,Tezo,5,558.36,412,2011-14
f,2011,5,Tezo,5,3748.59,412,2011-14
f,2011,25,Tezo,6,1677.13,412,2011-14
f,2011,0.0767,Tezo,2,420.19,412,2011-14
f,2011,0,Tezo,3,31.36,412,2011-14
f,2011,0.0767,unknown,0,1.3,5,2011-14
f,2011,25,unknown,0,6.91,5,2011-14
f,2011,45,unknown,0,4.54,5,2011-14
f,2011,55,unknown,0,2,5,2011-14
f,2011,1,unknown,0,5.77,5,2011-14
f,2011,15,unknown,0,10.44,5,2011-14
f,2011,5,unknown,0,19.02,5,2011-14
f,2011,35,unknown,0,5.58,5,2011-14
f,2011,0,unknown,0,0.15,5,2011-14
f,2011,5,Ziani,1,2235.49,258,2011-14
f,2011,35,Ziani,1,650.89,258,2011-14
f,2011,45,Ziani,3,482.32,258,2011-14
f,2011,0,Ziani,3,19.59,258,2011-14
f,2011,75,Ziani,5,107.71,258,2011-14
f,2011,55,Ziani,7,391.37,258,2011-14
f,2011,1,Ziani,2,1041.4,258,2011-14
f,2011,15,Ziani,0,1310.99,258,2011-14
f,2011,0.0767,Ziani,3,261.55,258,2011-14
f,2011,65,Ziani,8,233.12,258,2011-14
f,2011,25,Ziani,1,772.06,258,2011-14
m,2011,25,Banda ra salam,1,265.45,168,2011-14
m,2011,45,Banda ra salam,1,180.68,168,2011-14
m,2011,1,Banda ra salam,6,663.77,168,2011-14
m,2011,35,Banda ra salam,3,213.05,168,2011-14
m,2011,55,Banda ra salam,5,204.2,168,2011-14
m,2011,0.0767,Banda ra salam,0,180.36,168,2011-14
m,2011,75,Banda ra salam,10,58.96,168,2011-14
m,2011,5,Banda ra salam,1,1540.22,168,2011-14
m,2011,65,Banda ra salam,3,115.64,168,2011-14
m,2011,15,Banda ra salam,0,874.56,168,2011-14
m,2011,0,Banda ra salam,2,12.68,168,2011-14
m,2011,65,Chasimba,7,212.69,316,2011-14
m,2011,0.0767,Chasimba,7,322.48,316,2011-14
m,2011,75,Chasimba,11,123.23,316,2011-14
m,2011,1,Chasimba,1,1389.55,316,2011-14
m,2011,55,Chasimba,4,340,316,2011-14
m,2011,25,Chasimba,1,454.18,316,2011-14
m,2011,15,Chasimba,1,1511.34,316,2011-14
m,2011,5,Chasimba,3,3141.45,316,2011-14
m,2011,35,Chasimba,5,398.23,316,2011-14
m,2011,0,Chasimba,5,23.64,316,2011-14
m,2011,45,Chasimba,2,322.64,316,2011-14
m,2011,45,Gede,2,91.23,116,2011-14
m,2011,65,Gede,2,76.57,116,2011-14
m,2011,25,Gede,2,218.48,116,2011-14
m,2011,55,Gede,1,109.42,116,2011-14
m,2011,75,Gede,4,37.5,116,2011-14
m,2011,0,Gede,1,9.02,116,2011-14
m,2011,5,Gede,1,1073.37,116,2011-14
m,2011,0.0767,Gede,1,112.29,116,2011-14
m,2011,1,Gede,1,494.95,116,2011-14
m,2011,35,Gede,0,168.12,116,2011-14
m,2011,15,Gede,1,580.58,116,2011-14
m,2011,0,Jaribuni,0,5.93,78,2011-14
m,2011,65,Jaribuni,3,52.44,78,2011-14
m,2011,35,Jaribuni,0,92.34,78,2011-14
m,2011,15,Jaribuni,0,440.67,78,2011-14
m,2011,5,Jaribuni,0,827.58,78,2011-14
m,2011,0.0767,Jaribuni,1,81.26,78,2011-14
m,2011,45,Jaribuni,1,97.72,78,2011-14
m,2011,1,Jaribuni,4,345.61,78,2011-14
m,2011,75,Jaribuni,5,29.1,78,2011-14
m,2011,55,Jaribuni,1,87.98,78,2011-14
m,2011,25,Jaribuni,0,98.52,78,2011-14
m,2011,65,Junju,10,242.41,545,2011-14
m,2011,5,Junju,4,4579.24,545,2011-14
m,2011,75,Junju,9,103.67,545,2011-14
m,2011,1,Junju,13,2071.62,545,2011-14
m,2011,45,Junju,10,719.92,545,2011-14
m,2011,15,Junju,2,2678.83,545,2011-14
m,2011,0,Junju,5,41.02,545,2011-14
m,2011,55,Junju,10,508.04,545,2011-14
m,2011,35,Junju,10,1144.19,545,2011-14
m,2011,0.0767,Junju,1,510.4,545,2011-14
m,2011,25,Junju,2,1507.31,545,2011-14
m,2011,35,Kauma,2,168.63,150,2011-14
m,2011,45,Kauma,3,162.24,150,2011-14
m,2011,1,Kauma,9,654.05,150,2011-14
m,2011,75,Kauma,12,82.7,150,2011-14
m,2011,0.0767,Kauma,2,164.68,150,2011-14
m,2011,65,Kauma,7,101.34,150,2011-14
m,2011,5,Kauma,2,1490.49,150,2011-14
m,2011,15,Kauma,1,745.69,150,2011-14
m,2011,55,Kauma,3,147.54,150,2011-14
m,2011,25,Kauma,1,212.81,150,2011-14
m,2011,0,Kauma,0,11.32,150,2011-14
m,2011,5,Kilifi township,7,6173.21,660,2011-14
m,2011,15,Kilifi township,3,3498.16,660,2011-14
m,2011,1,Kilifi township,1,2750.39,660,2011-14
m,2011,55,Kilifi township,4,646.27,660,2011-14
m,2011,25,Kilifi township,9,2768.08,660,2011-14
m,2011,45,Kilifi township,10,1260.68,660,2011-14
m,2011,0.0767,Kilifi township,8,593.62,660,2011-14
m,2011,0,Kilifi township,12,49.39,660,2011-14
m,2011,35,Kilifi township,12,2068.92,660,2011-14
m,2011,65,Kilifi township,5,243.73,660,2011-14
m,2011,75,Kilifi township,12,102.18,660,2011-14
m,2011,0.0767,Matsangoni,1,237.1,246,2011-14
m,2011,5,Matsangoni,2,2228.11,246,2011-14
m,2011,0,Matsangoni,3,19.13,246,2011-14
m,2011,25,Matsangoni,1,578.73,246,2011-14
m,2011,55,Matsangoni,2,243.26,246,2011-14
m,2011,75,Matsangoni,6,91.82,246,2011-14
m,2011,1,Matsangoni,2,960.24,246,2011-14
m,2011,45,Matsangoni,1,227.15,246,2011-14
m,2011,15,Matsangoni,1,1375.53,246,2011-14
m,2011,35,Matsangoni,0,373.23,246,2011-14
m,2011,65,Matsangoni,6,134.9,246,2011-14
m,2011,55,Mtwapa,0,225.19,170,2011-14
m,2011,0,Mtwapa,1,12.96,170,2011-14
m,2011,1,Mtwapa,1,814.05,170,2011-14
m,2011,35,Mtwapa,4,574.2,170,2011-14
m,2011,75,Mtwapa,8,54.9,170,2011-14
m,2011,45,Mtwapa,2,317.68,170,2011-14
m,2011,25,Mtwapa,2,788.93,170,2011-14
m,2011,5,Mtwapa,1,1805.92,170,2011-14
m,2011,0.0767,Mtwapa,2,183.25,170,2011-14
m,2011,15,Mtwapa,2,1303.47,170,2011-14
m,2011,65,Mtwapa,10,118.68,170,2011-14
m,2011,15,Ngerenya,1,1443.24,268,2011-14
m,2011,35,Ngerenya,1,479.51,268,2011-14
m,2011,1,Ngerenya,2,1145.99,268,2011-14
m,2011,5,Ngerenya,2,2389.25,268,2011-14
m,2011,0,Ngerenya,2,20.01,268,2011-14
m,2011,25,Ngerenya,2,645.77,268,2011-14
m,2011,75,Ngerenya,7,107.4,268,2011-14
m,2011,55,Ngerenya,5,205.66,268,2011-14
m,2011,0.0767,Ngerenya,1,253.17,268,2011-14
m,2011,65,Ngerenya,5,146.82,268,2011-14
m,2011,45,Ngerenya,2,279.23,268,2011-14
m,2011,1,Roka,3,1230.6,265,2011-14
m,2011,75,Roka,8,91.48,265,2011-14
m,2011,55,Roka,7,229.82,265,2011-14
m,2011,45,Roka,2,338.48,265,2011-14
m,2011,15,Roka,3,1546.47,265,2011-14
m,2011,65,Roka,4,164.09,265,2011-14
m,2011,25,Roka,4,739.83,265,2011-14
m,2011,5,Roka,1,2656.86,265,2011-14
m,2011,0,Roka,0,20.06,265,2011-14
m,2011,35,Roka,3,503.37,265,2011-14
m,2011,0.0767,Roka,6,268.19,265,2011-14
m,2011,25,Sokoke,0,183.3,155,2011-14
m,2011,5,Sokoke,1,1434.79,155,2011-14
m,2011,0.0767,Sokoke,1,152.22,155,2011-14
m,2011,35,Sokoke,2,143.21,155,2011-14
m,2011,15,Sokoke,2,818.9,155,2011-14
m,2011,75,Sokoke,8,70.23,155,2011-14
m,2011,65,Sokoke,5,90.78,155,2011-14
m,2011,55,Sokoke,5,141.49,155,2011-14
m,2011,1,Sokoke,2,628.49,155,2011-14
m,2011,45,Sokoke,1,142.46,155,2011-14
m,2011,0,Sokoke,5,11.48,155,2011-14
m,2011,75,Takaungu Mavueni,8,142.14,453,2011-14
m,2011,45,Takaungu Mavueni,6,545.66,453,2011-14
m,2011,0.0767,Takaungu Mavueni,6,443.26,453,2011-14
m,2011,15,Takaungu Mavueni,2,2430.92,453,2011-14
m,2011,55,Takaungu Mavueni,6,468.23,453,2011-14
m,2011,1,Takaungu Mavueni,5,1891.27,453,2011-14
m,2011,35,Takaungu Mavueni,4,727.46,453,2011-14
m,2011,0,Takaungu Mavueni,9,33.55,453,2011-14
m,2011,65,Takaungu Mavueni,14,280.5,453,2011-14
m,2011,5,Takaungu Mavueni,1,4310.93,453,2011-14
m,2011,25,Takaungu Mavueni,4,1059.38,453,2011-14
m,2011,0,Tezo,6,33.68,441,2011-14
m,2011,25,Tezo,1,1369.94,441,2011-14
m,2011,55,Tezo,7,386.05,441,2011-14
m,2011,45,Tezo,7,517.44,441,2011-14
m,2011,1,Tezo,3,1817.26,441,2011-14
m,2011,5,Tezo,1,3836.07,441,2011-14
m,2011,0.0767,Tezo,8,403.42,441,2011-14
m,2011,75,Tezo,18,130.02,441,2011-14
m,2011,15,Tezo,1,2232.23,441,2011-14
m,2011,35,Tezo,6,976.81,441,2011-14
m,2011,65,Tezo,12,195.19,441,2011-14
m,2011,0,unknown,0,0.15,5,2011-14
m,2011,65,unknown,0,1,5,2011-14
m,2011,35,unknown,0,7.07,5,2011-14
m,2011,55,unknown,0,2.95,5,2011-14
m,2011,5,unknown,0,13.4,5,2011-14
m,2011,1,unknown,0,8.29,5,2011-14
m,2011,15,unknown,0,14.91,5,2011-14
m,2011,45,unknown,0,2.13,5,2011-14
m,2011,25,unknown,0,5.86,5,2011-14
m,2011,0.0767,unknown,0,1.06,5,2011-14
m,2011,35,Ziani,0,345.33,245,2011-14
m,2011,65,Ziani,4,152.69,245,2011-14
m,2011,55,Ziani,7,230.27,245,2011-14
m,2011,0,Ziani,3,18.51,245,2011-14
m,2011,25,Ziani,1,347.87,245,2011-14
m,2011,15,Ziani,3,1275.65,245,2011-14
m,2011,75,Ziani,6,84.39,245,2011-14
m,2011,1,Ziani,0,1100.23,245,2011-14
m,2011,0.0767,Ziani,1,237.42,245,2011-14
m,2011,5,Ziani,3,2284,245,2011-14
m,2011,45,Ziani,2,270.21,245,2011-14
f,2012,45,Banda ra salam,3,348.19,153,2011-14
f,2012,75,Banda ra salam,5,90.77,153,2011-14
f,2012,0.0767,Banda ra salam,1,158.58,153,2011-14
f,2012,35,Banda ra salam,5,467.33,153,2011-14
f,2012,1,Banda ra salam,2,728.38,153,2011-14
f,2012,15,Banda ra salam,1,867.19,153,2011-14
f,2012,55,Banda ra salam,5,289.95,153,2011-14
f,2012,5,Banda ra salam,1,1614.84,153,2011-14
f,2012,0,Banda ra salam,1,11.57,153,2011-14
f,2012,25,Banda ra salam,2,552.36,153,2011-14
f,2012,65,Banda ra salam,6,188.06,153,2011-14
f,2012,25,Chasimba,2,1026.23,261,2011-14
f,2012,0.0767,Chasimba,4,284.41,261,2011-14
f,2012,5,Chasimba,2,2999.58,261,2011-14
f,2012,55,Chasimba,4,570.01,261,2011-14
f,2012,75,Chasimba,10,173.61,261,2011-14
f,2012,35,Chasimba,1,884.34,261,2011-14
f,2012,45,Chasimba,3,673.22,261,2011-14
f,2012,15,Chasimba,1,1750.9,261,2011-14
f,2012,0,Chasimba,5,19.62,261,2011-14
f,2012,65,Chasimba,10,356.8,261,2011-14
f,2012,1,Chasimba,3,1326.44,261,2011-14
f,2012,1,Gede,0,460.65,90,2011-14
f,2012,55,Gede,2,175.54,90,2011-14
f,2012,0.0767,Gede,2,95.01,90,2011-14
f,2012,25,Gede,2,397.02,90,2011-14
f,2012,5,Gede,0,1025.65,90,2011-14
