sex,agegrp,month_2,y_bloc,locn,_D,_Y,_Rate,_Lower,_Upper
m,5,6,2011-14,Jaribuni,0,2.80E+02,0.00E+00,,
m,5,6,2015-18,Jaribuni,1,2.80E+02,0.0036353,0.0005121,0.025807
m,5,7,2003-06,Jaribuni,1,2.30E+02,0.0043043,0.0006063,0.0305568
m,5,7,2007-10,Jaribuni,0,2.60E+02,0.00E+00,,
m,5,7,2011-14,Jaribuni,0,2.80E+02,0.00E+00,,
m,5,7,2015-18,Jaribuni,1,2.70E+02,0.0036713,0.0005171,0.0260625
m,5,8,2003-06,Jaribuni,0,2.30E+02,0.00E+00,,
m,5,8,2007-10,Jaribuni,1,2.60E+02,0.0038287,0.0005393,0.0271804
m,5,8,2011-14,Jaribuni,0,2.80E+02,0.00E+00,,
m,5,8,2015-18,Jaribuni,0,2.70E+02,0.00E+00,,
m,5,9,2003-06,Jaribuni,1,2.40E+02,0.0042412,0.0005974,0.0301087
m,5,9,2007-10,Jaribuni,2,2.60E+02,0.0076174,0.0019051,0.0304579
m,5,9,2011-14,Jaribuni,0,2.80E+02,0.00E+00,,
m,5,9,2015-18,Jaribuni,0,2.80E+02,0.00E+00,,
m,5,10,2003-06,Jaribuni,1,2.40E+02,0.0041871,0.0005898,0.0297247
m,5,10,2007-10,Jaribuni,0,2.60E+02,0.00E+00,,
m,5,10,2011-14,Jaribuni,1,2.80E+02,0.0035814,0.0005045,0.0254249
m,5,10,2015-18,Jaribuni,0,2.80E+02,0.00E+00,,
m,5,11,2003-06,Jaribuni,0,2.40E+02,0.00E+00,,
m,5,11,2007-10,Jaribuni,0,2.70E+02,0.00E+00,,
m,5,11,2011-14,Jaribuni,2,2.80E+02,0.0071288,0.0017829,0.0285042
m,5,11,2015-18,Jaribuni,0,2.80E+02,0.00E+00,,
m,5,12,2003-06,Jaribuni,0,2.40E+02,0.00E+00,,
m,5,12,2007-10,Jaribuni,0,2.70E+02,0.00E+00,,
m,5,12,2011-14,Jaribuni,0,2.80E+02,0.00E+00,,
m,5,12,2015-18,Jaribuni,0,2.70E+02,0.00E+00,,
m,5,1,2003-06,Junju,1,1.20E+03,0.0008206,0.0001156,0.0058252
m,5,1,2007-10,Junju,0,1.40E+03,0.00E+00,,
m,5,1,2011-14,Junju,2,1.60E+03,0.0012847,0.0003213,0.0051368
m,5,1,2015-18,Junju,2,1.60E+03,0.0012157,0.000304,0.0048609
m,5,2,2003-06,Junju,3,1.20E+03,0.0024649,0.000795,0.0076427
m,5,2,2007-10,Junju,0,1.40E+03,0.00E+00,,
m,5,2,2011-14,Junju,3,1.50E+03,0.0019393,0.0006255,0.006013
m,5,2,2015-18,Junju,1,1.70E+03,0.0006042,0.0000851,0.0042896
m,5,3,2003-06,Junju,1,1.20E+03,0.0008145,0.0001147,0.0057822
m,5,3,2007-10,Junju,1,1.40E+03,0.0007238,0.000102,0.0051383
m,5,3,2011-14,Junju,1,1.50E+03,0.0006498,0.0000915,0.0046131
m,5,3,2015-18,Junju,2,1.70E+03,0.0011936,0.0002985,0.0047724
m,5,4,2003-06,Junju,2,1.20E+03,0.0016205,0.0004053,0.0064793
m,5,4,2007-10,Junju,1,1.40E+03,0.0007163,0.0001009,0.0050849
m,5,4,2011-14,Junju,0,1.60E+03,0.00E+00,,
m,5,4,2015-18,Junju,0,1.70E+03,0.00E+00,,
m,5,5,2003-06,Junju,1,1.20E+03,0.0008076,0.0001138,0.0057329
m,5,5,2007-10,Junju,1,1.40E+03,0.0007088,0.0000998,0.0050319
m,5,5,2011-14,Junju,0,1.60E+03,0.00E+00,,
m,5,5,2015-18,Junju,2,1.70E+03,0.0011859,0.0002966,0.0047419
m,5,6,2003-06,Junju,7,1.20E+03,0.005602,0.0026707,0.0117509
m,5,6,2007-10,Junju,2,1.40E+03,0.0014212,0.0003554,0.0056828
m,5,6,2011-14,Junju,0,1.60E+03,0.00E+00,,
m,5,6,2015-18,Junju,2,1.70E+03,0.0011779,0.0002946,0.0047097
m,5,7,2003-06,Junju,2,1.20E+03,0.0016478,0.0004121,0.0065886
m,5,7,2007-10,Junju,5,1.40E+03,0.0036092,0.0015022,0.0086711
m,5,7,2011-14,Junju,1,1.50E+03,0.0006454,0.0000909,0.0045815
m,5,7,2015-18,Junju,0,1.70E+03,0.00E+00,,
m,5,8,2003-06,Junju,4,1.20E+03,0.0032488,0.0012193,0.0086561
m,5,8,2007-10,Junju,1,1.40E+03,0.0007122,0.0001003,0.0050561
m,5,8,2011-14,Junju,1,1.60E+03,0.000637,0.0000897,0.0045219
m,5,8,2015-18,Junju,2,1.70E+03,0.0011751,0.0002939,0.0046984
m,5,9,2003-06,Junju,0,1.20E+03,0.00E+00,,
m,5,9,2007-10,Junju,1,1.40E+03,0.0007055,0.0000994,0.0050085
m,5,9,2011-14,Junju,2,1.60E+03,0.0012637,0.000316,0.0050527
m,5,9,2015-18,Junju,1,1.70E+03,0.0005846,0.0000823,0.0041501
m,5,10,2003-06,Junju,3,1.20E+03,0.0024314,0.0007842,0.0075387
m,5,10,2007-10,Junju,2,1.40E+03,0.0014047,0.0003513,0.0056164
m,5,10,2011-14,Junju,2,1.60E+03,0.001267,0.0003169,0.0050662
m,5,10,2015-18,Junju,3,1.70E+03,0.0017418,0.0005618,0.0054007
m,5,11,2003-06,Junju,1,1.30E+03,0.0007955,0.0001121,0.005647
m,5,11,2007-10,Junju,0,1.40E+03,0.00E+00,,
m,5,11,2011-14,Junju,2,1.60E+03,0.0012666,0.0003168,0.0050644
m,5,11,2015-18,Junju,0,1.70E+03,0.00E+00,,
m,5,12,2003-06,Junju,1,1.30E+03,0.0007853,0.0001106,0.005575
m,5,12,2007-10,Junju,0,1.40E+03,0.00E+00,,
m,5,12,2011-14,Junju,0,1.60E+03,0.00E+00,,
m,5,12,2015-18,Junju,0,1.70E+03,0.00E+00,,
m,5,1,2003-06,Kauma,1,4.10E+02,0.0024669,0.0003475,0.0175126
m,5,1,2007-10,Kauma,0,4.60E+02,0.00E+00,,
m,5,1,2011-14,Kauma,0,5.10E+02,0.00E+00,,
m,5,1,2015-18,Kauma,3,5.00E+02,0.0059826,0.0019295,0.0185495
m,5,2,2003-06,Kauma,1,4.10E+02,0.0024536,0.0003456,0.0174184
m,5,2,2007-10,Kauma,2,4.60E+02,0.0043506,0.0010881,0.0173958
m,5,2,2011-14,Kauma,0,5.10E+02,0.00E+00,,
m,5,2,2015-18,Kauma,0,5.00E+02,0.00E+00,,
m,5,3,2003-06,Kauma,2,4.10E+02,0.0048655,0.0012169,0.0194545
m,5,3,2007-10,Kauma,1,4.60E+02,0.002175,0.0003064,0.0154403
m,5,3,2011-14,Kauma,0,5.10E+02,0.00E+00,,
m,5,3,2015-18,Kauma,0,5.00E+02,0.00E+00,,
m,5,4,2003-06,Kauma,0,4.10E+02,0.00E+00,,
m,5,4,2007-10,Kauma,0,4.70E+02,0.00E+00,,
m,5,4,2011-14,Kauma,0,5.10E+02,0.00E+00,,
m,5,4,2015-18,Kauma,0,5.10E+02,0.00E+00,,
m,5,5,2003-06,Kauma,1,4.20E+02,0.0024016,0.0003383,0.0170489
m,5,5,2007-10,Kauma,0,4.60E+02,0.00E+00,,
m,5,5,2011-14,Kauma,1,5.10E+02,0.0019675,0.0002772,0.0139677
m,5,5,2015-18,Kauma,1,5.00E+02,0.0019856,0.0002797,0.0140959
m,5,6,2003-06,Kauma,0,4.20E+02,0.00E+00,,
m,5,6,2007-10,Kauma,0,4.60E+02,0.00E+00,,
m,5,6,2011-14,Kauma,0,5.10E+02,0.00E+00,,
m,5,6,2015-18,Kauma,0,5.10E+02,0.00E+00,,
m,5,7,2003-06,Kauma,0,4.00E+02,0.00E+00,,
m,5,7,2007-10,Kauma,1,4.60E+02,0.0021567,0.0003038,0.0153103
m,5,7,2011-14,Kauma,2,5.10E+02,0.0039114,0.0009782,0.0156396
m,5,7,2015-18,Kauma,0,5.00E+02,0.00E+00,,
m,5,8,2003-06,Kauma,0,4.10E+02,0.00E+00,,
m,5,8,2007-10,Kauma,0,4.70E+02,0.00E+00,,
m,5,8,2011-14,Kauma,1,5.10E+02,0.0019509,0.0002748,0.0138495
m,5,8,2015-18,Kauma,1,5.00E+02,0.0019879,0.00028,0.0141125
m,5,9,2003-06,Kauma,2,4.10E+02,0.0048912,0.0012233,0.0195572
m,5,9,2007-10,Kauma,0,4.70E+02,0.00E+00,,
m,5,9,2011-14,Kauma,0,5.10E+02,0.00E+00,,
m,5,9,2015-18,Kauma,1,5.00E+02,0.001983,0.0002793,0.0140772
m,5,10,2003-06,Kauma,1,4.20E+02,0.0024087,0.0003393,0.0170993
m,5,10,2007-10,Kauma,0,4.70E+02,0.00E+00,,
m,5,10,2011-14,Kauma,1,5.10E+02,0.0019549,0.0002754,0.0138782
m,5,10,2015-18,Kauma,0,5.00E+02,0.00E+00,,
m,5,11,2003-06,Kauma,0,4.20E+02,0.00E+00,,
m,5,11,2007-10,Kauma,0,4.70E+02,0.00E+00,,
m,5,11,2011-14,Kauma,2,5.10E+02,0.0038907,0.0009731,0.0155567
m,5,11,2015-18,Kauma,2,5.00E+02,0.003973,0.0009936,0.0158858
m,5,12,2003-06,Kauma,1,4.20E+02,0.0024054,0.0003388,0.0170758
m,5,12,2007-10,Kauma,0,4.80E+02,0.00E+00,,
m,5,12,2011-14,Kauma,0,5.20E+02,0.00E+00,,
m,5,12,2015-18,Kauma,0,5.00E+02,0.00E+00,,
m,5,1,2003-06,Kilifi township,2,1.60E+03,0.0012666,0.0003168,0.0050642
m,5,1,2007-10,Kilifi township,2,1.90E+03,0.0010612,0.0002654,0.004243
m,5,1,2011-14,Kilifi township,1,2.10E+03,0.0004773,0.0000672,0.0033885
m,5,1,2015-18,Kilifi township,1,2.20E+03,0.0004516,0.0000636,0.0032058
m,5,2,2003-06,Kilifi township,6,1.60E+03,0.0037026,0.0016634,0.0082415
m,5,2,2007-10,Kilifi township,1,1.90E+03,0.0005271,0.0000742,0.0037418
m,5,2,2011-14,Kilifi township,0,2.10E+03,0.00E+00,,
m,5,2,2015-18,Kilifi township,1,2.20E+03,0.0004547,0.0000641,0.0032281
m,5,3,2003-06,Kilifi township,2,1.60E+03,0.0012257,0.0003066,0.004901
m,5,3,2007-10,Kilifi township,1,1.90E+03,0.0005245,0.0000739,0.0037236
m,5,3,2011-14,Kilifi township,1,2.10E+03,0.0004786,0.0000674,0.0033976
m,5,3,2015-18,Kilifi township,2,2.20E+03,0.0009175,0.0002295,0.0036687
m,5,4,2003-06,Kilifi township,4,1.60E+03,0.0024318,0.0009127,0.0064793
m,5,4,2007-10,Kilifi township,4,1.90E+03,0.002098,0.0007874,0.0055899
m,5,4,2011-14,Kilifi township,2,2.10E+03,0.0009536,0.0002385,0.003813
m,5,4,2015-18,Kilifi township,1,2.20E+03,0.0004523,0.0000637,0.0032108
m,5,5,2003-06,Kilifi township,1,1.60E+03,0.0006061,0.0000854,0.004303
m,5,5,2007-10,Kilifi township,1,1.90E+03,0.0005189,0.0000731,0.0036835
m,5,5,2011-14,Kilifi township,1,2.10E+03,0.0004665,0.0000657,0.0033121
m,5,5,2015-18,Kilifi township,6,2.20E+03,0.002719,0.0012215,0.0060522
m,5,6,2003-06,Kilifi township,4,1.70E+03,0.0023893,0.0008967,0.006366
m,5,6,2007-10,Kilifi township,2,1.90E+03,0.0010263,0.0002567,0.0041034
m,5,6,2011-14,Kilifi township,2,2.10E+03,0.0009319,0.0002331,0.0037262
m,5,6,2015-18,Kilifi township,1,2.20E+03,0.0004505,0.0000635,0.0031984
m,5,7,2003-06,Kilifi township,2,1.60E+03,0.0012215,0.0003055,0.0048842
m,5,7,2007-10,Kilifi township,3,1.90E+03,0.0015757,0.0005082,0.0048856
m,5,7,2011-14,Kilifi township,5,2.10E+03,0.0023681,0.0009857,0.0056895
m,5,7,2015-18,Kilifi township,1,2.20E+03,0.0004529,0.0000638,0.0032148
m,5,8,2003-06,Kilifi township,1,1.70E+03,0.0006041,0.0000851,0.0042884
m,5,8,2007-10,Kilifi township,4,1.90E+03,0.0020801,0.0007807,0.0055421
m,5,8,2011-14,Kilifi township,0,2.10E+03,0.00E+00,,
m,5,8,2015-18,Kilifi township,2,2.20E+03,0.0008935,0.0002235,0.0035728
m,5,9,2003-06,Kilifi township,1,1.70E+03,0.0006005,0.0000846,0.004263
m,5,9,2007-10,Kilifi township,1,1.90E+03,0.0005135,0.0000723,0.0036453
m,5,9,2011-14,Kilifi township,1,2.20E+03,0.0004649,0.0000655,0.0033
m,5,9,2015-18,Kilifi township,0,2.20E+03,0.00E+00,,
m,5,10,2003-06,Kilifi township,2,1.70E+03,0.0012038,0.0003011,0.0048133
m,5,10,2007-10,Kilifi township,1,1.90E+03,0.0005142,0.0000724,0.0036504
m,5,10,2011-14,Kilifi township,2,2.20E+03,0.0009235,0.000231,0.0036924
m,5,10,2015-18,Kilifi township,1,2.20E+03,0.000446,0.0000628,0.003166
m,5,11,2003-06,Kilifi township,2,1.70E+03,0.0011914,0.000298,0.0047639
m,5,11,2007-10,Kilifi township,1,1.90E+03,0.0005129,0.0000723,0.0036413
m,5,11,2011-14,Kilifi township,0,2.20E+03,0.00E+00,,
m,5,11,2015-18,Kilifi township,0,2.20E+03,0.00E+00,,
m,5,12,2003-06,Kilifi township,2,1.70E+03,0.0011775,0.0002945,0.0047081
m,5,12,2007-10,Kilifi township,2,2.00E+03,0.0010235,0.000256,0.0040924
m,5,12,2011-14,Kilifi township,1,2.10E+03,0.0004651,0.0000655,0.003302
m,5,12,2015-18,Kilifi township,8,2.30E+03,0.0035322,0.0017665,0.0070631
m,5,1,2003-06,Matsangoni,0,6.40E+02,0.00E+00,,
m,5,1,2007-10,Matsangoni,3,7.10E+02,0.0042065,0.0013567,0.0130426
m,5,1,2011-14,Matsangoni,0,7.50E+02,0.00E+00,,
m,5,1,2015-18,Matsangoni,1,7.70E+02,0.001304,0.0001837,0.0092575
m,5,2,2003-06,Matsangoni,0,6.40E+02,0.00E+00,,
m,5,2,2007-10,Matsangoni,0,7.10E+02,0.00E+00,,
m,5,2,2011-14,Matsangoni,0,7.60E+02,0.00E+00,,
m,5,2,2015-18,Matsangoni,0,7.70E+02,0.00E+00,,
m,5,3,2003-06,Matsangoni,0,6.40E+02,0.00E+00,,
m,5,3,2007-10,Matsangoni,0,7.20E+02,0.00E+00,,
m,5,3,2011-14,Matsangoni,2,7.60E+02,0.0026226,0.0006559,0.0104865
m,5,3,2015-18,Matsangoni,0,7.70E+02,0.00E+00,,
m,5,4,2003-06,Matsangoni,0,6.50E+02,0.00E+00,,
m,5,4,2007-10,Matsangoni,0,7.20E+02,0.00E+00,,
m,5,4,2011-14,Matsangoni,0,7.60E+02,0.00E+00,,
m,5,4,2015-18,Matsangoni,0,7.70E+02,0.00E+00,,
m,5,5,2003-06,Matsangoni,1,6.60E+02,0.0015102,0.0002127,0.0107212
m,5,5,2007-10,Matsangoni,1,7.20E+02,0.0013973,0.0001968,0.0099198
m,5,5,2011-14,Matsangoni,0,7.60E+02,0.00E+00,,
m,5,5,2015-18,Matsangoni,0,7.80E+02,0.00E+00,,
m,5,6,2003-06,Matsangoni,0,6.60E+02,0.00E+00,,
m,5,6,2007-10,Matsangoni,1,7.20E+02,0.0013816,0.0001946,0.0098078
m,5,6,2011-14,Matsangoni,0,7.70E+02,0.00E+00,,
m,5,6,2015-18,Matsangoni,0,7.80E+02,0.00E+00,,
m,5,7,2003-06,Matsangoni,0,6.50E+02,0.00E+00,,
m,5,7,2007-10,Matsangoni,0,7.20E+02,0.00E+00,,
m,5,7,2011-14,Matsangoni,1,7.60E+02,0.0013156,0.0001853,0.0093396
m,5,7,2015-18,Matsangoni,2,7.80E+02,0.002559,0.00064,0.010232
m,5,8,2003-06,Matsangoni,1,6.50E+02,0.0015397,0.0002169,0.0109307
m,5,8,2007-10,Matsangoni,0,7.20E+02,0.00E+00,,
m,5,8,2011-14,Matsangoni,0,7.60E+02,0.00E+00,,
m,5,8,2015-18,Matsangoni,1,7.80E+02,0.0012754,0.0001797,0.0090539
m,5,9,2003-06,Matsangoni,0,6.60E+02,0.00E+00,,
m,5,9,2007-10,Matsangoni,1,7.20E+02,0.0013798,0.0001944,0.0097955
m,5,9,2011-14,Matsangoni,0,7.60E+02,0.00E+00,,
m,5,9,2015-18,Matsangoni,0,7.90E+02,0.00E+00,,
m,5,10,2003-06,Matsangoni,0,6.70E+02,0.00E+00,,
m,5,10,2007-10,Matsangoni,0,7.30E+02,0.00E+00,,
m,5,10,2011-14,Matsangoni,0,7.60E+02,0.00E+00,,
m,5,10,2015-18,Matsangoni,0,7.90E+02,0.00E+00,,
m,5,11,2003-06,Matsangoni,0,6.80E+02,0.00E+00,,
m,5,11,2007-10,Matsangoni,0,7.30E+02,0.00E+00,,
m,5,11,2011-14,Matsangoni,0,7.70E+02,0.00E+00,,
m,5,11,2015-18,Matsangoni,1,7.90E+02,0.0012713,0.0001791,0.0090249
m,5,12,2003-06,Matsangoni,1,6.80E+02,0.0014738,0.0002076,0.0104628
m,5,12,2007-10,Matsangoni,0,7.30E+02,0.00E+00,,
m,5,12,2011-14,Matsangoni,0,7.60E+02,0.00E+00,,
m,5,12,2015-18,Matsangoni,0,7.80E+02,0.00E+00,,
m,5,1,2003-06,Mtwapa,2,4.90E+02,0.004051,0.0010131,0.0161976
m,5,1,2007-10,Mtwapa,0,5.60E+02,0.00E+00,,
m,5,1,2011-14,Mtwapa,1,6.10E+02,0.0016378,0.0002307,0.0116268
m,5,1,2015-18,Mtwapa,1,6.40E+02,0.0015631,0.0002202,0.0110967
m,5,2,2003-06,Mtwapa,1,4.90E+02,0.0020332,0.0002864,0.0144341
m,5,2,2007-10,Mtwapa,1,5.60E+02,0.0017894,0.0002521,0.0127029
m,5,2,2011-14,Mtwapa,0,6.00E+02,0.00E+00,,
m,5,2,2015-18,Mtwapa,0,6.40E+02,0.00E+00,,
m,5,3,2003-06,Mtwapa,2,5.00E+02,0.0040274,0.0010072,0.0161033
m,5,3,2007-10,Mtwapa,0,5.60E+02,0.00E+00,,
m,5,3,2011-14,Mtwapa,0,6.00E+02,0.00E+00,,
m,5,3,2015-18,Mtwapa,0,6.50E+02,0.00E+00,,
m,5,4,2003-06,Mtwapa,0,5.00E+02,0.00E+00,,
m,5,4,2007-10,Mtwapa,1,5.60E+02,0.0017772,0.0002503,0.0126162
m,5,4,2011-14,Mtwapa,0,6.20E+02,0.00E+00,,
m,5,4,2015-18,Mtwapa,3,6.50E+02,0.0046453,0.0014982,0.0144029
m,5,5,2003-06,Mtwapa,2,5.00E+02,0.004009,0.0010026,0.0160297
m,5,5,2007-10,Mtwapa,0,5.70E+02,0.00E+00,,
m,5,5,2011-14,Mtwapa,1,6.20E+02,0.00162,0.0002282,0.0115004
m,5,5,2015-18,Mtwapa,1,6.50E+02,0.0015473,0.000218,0.0109847
m,5,6,2003-06,Mtwapa,3,5.00E+02,0.0059491,0.0019187,0.0184457
m,5,6,2007-10,Mtwapa,0,5.60E+02,0.00E+00,,
m,5,6,2011-14,Mtwapa,1,6.10E+02,0.0016334,0.0002301,0.0115957
m,5,6,2015-18,Mtwapa,0,6.50E+02,0.00E+00,,
m,5,7,2003-06,Mtwapa,1,4.90E+02,0.0020263,0.0002854,0.0143847
m,5,7,2007-10,Mtwapa,1,5.50E+02,0.0018073,0.0002546,0.0128301
m,5,7,2011-14,Mtwapa,0,6.00E+02,0.00E+00,,
m,5,7,2015-18,Mtwapa,0,6.50E+02,0.00E+00,,
m,5,8,2003-06,Mtwapa,1,5.00E+02,0.0020052,0.0002825,0.0142354
m,5,8,2007-10,Mtwapa,0,5.60E+02,0.00E+00,,
m,5,8,2011-14,Mtwapa,0,6.10E+02,0.00E+00,,
m,5,8,2015-18,Mtwapa,1,6.50E+02,0.0015365,0.0002164,0.0109079
m,5,9,2003-06,Mtwapa,2,5.00E+02,0.0040299,0.0010079,0.0161134
m,5,9,2007-10,Mtwapa,1,5.70E+02,0.0017633,0.0002484,0.012518
m,5,9,2011-14,Mtwapa,2,6.20E+02,0.0032251,0.0008066,0.0128955
m,5,9,2015-18,Mtwapa,0,6.50E+02,0.00E+00,,
m,5,10,2003-06,Mtwapa,0,5.00E+02,0.00E+00,,
m,5,10,2007-10,Mtwapa,0,5.70E+02,0.00E+00,,
m,5,10,2011-14,Mtwapa,0,6.20E+02,0.00E+00,,
m,5,10,2015-18,Mtwapa,1,6.60E+02,0.0015212,0.0002143,0.0107989
m,5,11,2003-06,Mtwapa,2,5.10E+02,0.0039191,0.0009801,0.0156701
m,5,11,2007-10,Mtwapa,1,5.70E+02,0.0017461,0.000246,0.0123958
m,5,11,2011-14,Mtwapa,0,6.20E+02,0.00E+00,,
m,5,11,2015-18,Mtwapa,0,6.60E+02,0.00E+00,,
m,5,12,2003-06,Mtwapa,0,5.20E+02,0.00E+00,,
m,5,12,2007-10,Mtwapa,0,5.80E+02,0.00E+00,,
m,5,12,2011-14,Mtwapa,1,6.20E+02,0.0016193,0.0002281,0.0114953
m,5,12,2015-18,Mtwapa,1,6.50E+02,0.001531,0.0002157,0.0108686
m,5,1,2003-06,Ngerenya,1,6.60E+02,0.0015053,0.000212,0.0106864
m,5,1,2007-10,Ngerenya,1,7.20E+02,0.0013847,0.000195,0.0098298
m,5,1,2011-14,Ngerenya,2,8.10E+02,0.0024702,0.0006178,0.0098771
m,5,1,2015-18,Ngerenya,0,8.70E+02,0.00E+00,,
m,5,2,2003-06,Ngerenya,1,6.70E+02,0.0015025,0.0002116,0.0106662
m,5,2,2007-10,Ngerenya,0,7.20E+02,0.00E+00,,
m,5,2,2011-14,Ngerenya,0,8.10E+02,0.00E+00,,
m,5,2,2015-18,Ngerenya,0,8.70E+02,0.00E+00,,
m,5,3,2003-06,Ngerenya,1,6.70E+02,0.001501,0.0002114,0.0106559
m,5,3,2007-10,Ngerenya,0,7.20E+02,0.00E+00,,
m,5,3,2011-14,Ngerenya,0,8.20E+02,0.00E+00,,
m,5,3,2015-18,Ngerenya,2,8.80E+02,0.0022764,0.0005693,0.0091019
m,5,4,2003-06,Ngerenya,5,6.70E+02,0.007482,0.0031142,0.0179758
m,5,4,2007-10,Ngerenya,1,7.30E+02,0.0013774,0.000194,0.0097784
m,5,4,2011-14,Ngerenya,2,8.20E+02,0.0024413,0.0006106,0.0097615
m,5,4,2015-18,Ngerenya,0,8.80E+02,0.00E+00,,
m,5,5,2003-06,Ngerenya,0,6.80E+02,0.00E+00,,
m,5,5,2007-10,Ngerenya,0,7.30E+02,0.00E+00,,
m,5,5,2011-14,Ngerenya,0,8.20E+02,0.00E+00,,
m,5,5,2015-18,Ngerenya,0,8.80E+02,0.00E+00,,
m,5,6,2003-06,Ngerenya,1,6.80E+02,0.0014651,0.0002064,0.0104006
m,5,6,2007-10,Ngerenya,2,7.40E+02,0.0027191,0.00068,0.0108723
m,5,6,2011-14,Ngerenya,3,8.20E+02,0.003645,0.0011756,0.0113014
m,5,6,2015-18,Ngerenya,1,8.80E+02,0.0011312,0.0001593,0.0080302
m,5,7,2003-06,Ngerenya,2,6.70E+02,0.0029929,0.0007485,0.0119667
m,5,7,2007-10,Ngerenya,0,7.40E+02,0.00E+00,,
m,5,7,2011-14,Ngerenya,1,8.20E+02,0.001213,0.0001709,0.0086108
m,5,7,2015-18,Ngerenya,1,8.80E+02,0.001137,0.0001602,0.0080713
m,5,8,2003-06,Ngerenya,2,6.70E+02,0.002994,0.0007488,0.0119711
m,5,8,2007-10,Ngerenya,0,7.40E+02,0.00E+00,,
m,5,8,2011-14,Ngerenya,2,8.20E+02,0.0024273,0.0006071,0.0097056
m,5,8,2015-18,Ngerenya,1,8.80E+02,0.0011338,0.0001597,0.0080491
m,5,9,2003-06,Ngerenya,0,6.70E+02,0.00E+00,,
m,5,9,2007-10,Ngerenya,0,7.40E+02,0.00E+00,,
m,5,9,2011-14,Ngerenya,1,8.20E+02,0.0012159,0.0001713,0.0086321
m,5,9,2015-18,Ngerenya,0,8.80E+02,0.00E+00,,
m,5,10,2003-06,Ngerenya,0,6.80E+02,0.00E+00,,
m,5,10,2007-10,Ngerenya,1,7.50E+02,0.0013331,0.0001878,0.009464
m,5,10,2011-14,Ngerenya,0,8.20E+02,0.00E+00,,
m,5,10,2015-18,Ngerenya,0,8.80E+02,0.00E+00,,
m,5,11,2003-06,Ngerenya,0,6.80E+02,0.00E+00,,
m,5,11,2007-10,Ngerenya,0,7.60E+02,0.00E+00,,
m,5,11,2011-14,Ngerenya,0,8.40E+02,0.00E+00,,
m,5,11,2015-18,Ngerenya,2,8.80E+02,0.0022674,0.0005671,0.0090662
