sex,agegrp,month_2,y_bloc,locn,_D,_Y,_Rate,_Lower,_Upper
f,15,2,2011-14,Kilifi township,9,4.10E+03,0.0022006,0.001145,0.0042293
f,15,2,2015-18,Kilifi township,13,4.40E+03,0.002953,0.0017147,0.0050857
f,15,3,2003-06,Kilifi township,18,3.00E+03,0.0059475,0.0037472,0.0094398
f,15,3,2007-10,Kilifi township,15,3.50E+03,0.0042841,0.0025827,0.0071062
f,15,3,2011-14,Kilifi township,9,4.00E+03,0.0022411,0.0011661,0.0043073
f,15,3,2015-18,Kilifi township,14,4.30E+03,0.0032385,0.001918,0.0054682
f,15,4,2003-06,Kilifi township,29,3.00E+03,0.0095711,0.0066511,0.0137729
f,15,4,2007-10,Kilifi township,15,3.50E+03,0.0043091,0.0025978,0.0071477
f,15,4,2011-14,Kilifi township,15,4.00E+03,0.003726,0.0022463,0.0061805
f,15,4,2015-18,Kilifi township,8,4.40E+03,0.0018046,0.0009025,0.0036085
f,15,5,2003-06,Kilifi township,22,3.00E+03,0.0073421,0.0048344,0.0111505
f,15,5,2007-10,Kilifi township,13,3.50E+03,0.0036709,0.0021316,0.0063221
f,15,5,2011-14,Kilifi township,18,4.20E+03,0.0043004,0.0027094,0.0068255
f,15,5,2015-18,Kilifi township,16,4.40E+03,0.0036348,0.0022268,0.005933
f,15,6,2003-06,Kilifi township,25,3.00E+03,0.0082496,0.0055743,0.0122088
f,15,6,2007-10,Kilifi township,19,3.60E+03,0.0052762,0.0033655,0.0082719
f,15,6,2011-14,Kilifi township,10,4.20E+03,0.0024005,0.0012916,0.0044615
f,15,6,2015-18,Kilifi township,7,4.50E+03,0.0015726,0.0007497,0.0032987
f,15,7,2003-06,Kilifi township,17,3.20E+03,0.00538,0.0033445,0.0086542
f,15,7,2007-10,Kilifi township,16,3.60E+03,0.0044793,0.0027441,0.0073115
f,15,7,2011-14,Kilifi township,18,4.10E+03,0.0044062,0.0027761,0.0069935
f,15,7,2015-18,Kilifi township,13,4.40E+03,0.0029441,0.0017095,0.0050703
f,15,8,2003-06,Kilifi township,23,3.20E+03,0.007219,0.0047972,0.0108634
f,15,8,2007-10,Kilifi township,10,3.60E+03,0.0027626,0.0014864,0.0051345
f,15,8,2011-14,Kilifi township,18,4.10E+03,0.0043849,0.0027627,0.0069597
f,15,8,2015-18,Kilifi township,15,4.50E+03,0.0033201,0.0020016,0.0055072
f,15,9,2003-06,Kilifi township,16,3.20E+03,0.005046,0.0030913,0.0082365
f,15,9,2007-10,Kilifi township,10,3.70E+03,0.0027035,0.0014546,0.0050245
f,15,9,2011-14,Kilifi township,13,4.30E+03,0.0030576,0.0017754,0.0052658
f,15,9,2015-18,Kilifi township,6,4.50E+03,0.0013372,0.0006007,0.0029764
f,15,10,2003-06,Kilifi township,17,3.10E+03,0.0054798,0.0034066,0.0088148
f,15,10,2007-10,Kilifi township,11,3.70E+03,0.0029874,0.0016544,0.0053944
f,15,10,2011-14,Kilifi township,13,4.30E+03,0.0030398,0.0017651,0.0052352
f,15,10,2015-18,Kilifi township,13,4.50E+03,0.0028853,0.0016754,0.004969
f,15,11,2003-06,Kilifi township,16,3.10E+03,0.0051211,0.0031373,0.0083591
f,15,11,2007-10,Kilifi township,12,3.70E+03,0.0032523,0.001847,0.0057268
f,15,11,2011-14,Kilifi township,17,4.20E+03,0.0040072,0.0024911,0.0064459
f,15,11,2015-18,Kilifi township,11,4.50E+03,0.0024388,0.0013506,0.0044037
f,15,12,2003-06,Kilifi township,24,3.20E+03,0.0075822,0.0050821,0.0113122
f,15,12,2007-10,Kilifi township,18,3.70E+03,0.0048982,0.0030861,0.0077744
f,15,12,2011-14,Kilifi township,13,4.20E+03,0.0031007,0.0018004,0.0053399
f,15,12,2015-18,Kilifi township,15,4.60E+03,0.0032467,0.0019573,0.0053854
f,15,1,2003-06,Matsangoni,1,9.30E+02,0.0010774,0.0001518,0.0076482
f,15,1,2007-10,Matsangoni,5,1.10E+03,0.0046769,0.0019467,0.0112365
f,15,1,2011-14,Matsangoni,2,1.10E+03,0.0017447,0.0004363,0.0069761
f,15,1,2015-18,Matsangoni,5,1.20E+03,0.0042835,0.0017829,0.0102913
f,15,2,2003-06,Matsangoni,11,9.20E+02,0.0120079,0.00665,0.0216828
f,15,2,2007-10,Matsangoni,0,1.10E+03,0.00E+00,,
f,15,2,2011-14,Matsangoni,2,1.20E+03,0.0017119,0.0004281,0.006845
f,15,2,2015-18,Matsangoni,1,1.20E+03,0.0008558,0.0001206,0.0060756
f,15,3,2003-06,Matsangoni,2,9.10E+02,0.002186,0.0005467,0.0087407
f,15,3,2007-10,Matsangoni,1,1.10E+03,0.0009246,0.0001302,0.006564
f,15,3,2011-14,Matsangoni,3,1.20E+03,0.0025632,0.0008267,0.0079474
f,15,3,2015-18,Matsangoni,2,1.20E+03,0.0016894,0.0004225,0.0067548
f,15,4,2003-06,Matsangoni,2,9.50E+02,0.0021095,0.0005276,0.0084347
f,15,4,2007-10,Matsangoni,2,1.10E+03,0.0018504,0.0004628,0.0073989
f,15,4,2011-14,Matsangoni,2,1.20E+03,0.0017317,0.0004331,0.0069243
f,15,4,2015-18,Matsangoni,5,1.20E+03,0.0042657,0.0017755,0.0102484
f,15,5,2003-06,Matsangoni,4,9.60E+02,0.0041496,0.0015574,0.0110562
f,15,5,2007-10,Matsangoni,2,1.10E+03,0.0018599,0.0004652,0.0074366
f,15,5,2011-14,Matsangoni,3,1.20E+03,0.0026072,0.0008409,0.0080838
f,15,5,2015-18,Matsangoni,6,1.20E+03,0.005045,0.0022665,0.0112296
f,15,6,2003-06,Matsangoni,4,9.60E+02,0.0041649,0.0015632,0.0110969
f,15,6,2007-10,Matsangoni,6,1.10E+03,0.0055071,0.0024741,0.0122581
f,15,6,2011-14,Matsangoni,3,1.20E+03,0.0025358,0.0008178,0.0078623
f,15,6,2015-18,Matsangoni,5,1.20E+03,0.0042153,0.0017545,0.0101273
f,15,7,2003-06,Matsangoni,4,9.60E+02,0.0041792,0.0015685,0.0111351
f,15,7,2007-10,Matsangoni,1,1.10E+03,0.000914,0.0001288,0.0064888
f,15,7,2011-14,Matsangoni,1,1.20E+03,0.00085,0.0001197,0.0060345
f,15,7,2015-18,Matsangoni,2,1.20E+03,0.0016932,0.0004235,0.0067702
f,15,8,2003-06,Matsangoni,3,9.60E+02,0.0031402,0.0010128,0.0097363
f,15,8,2007-10,Matsangoni,10,1.10E+03,0.0091975,0.0049487,0.0170939
f,15,8,2011-14,Matsangoni,1,1.20E+03,0.0008586,0.000121,0.0060955
f,15,8,2015-18,Matsangoni,5,1.20E+03,0.0042226,0.0017576,0.010145
f,15,9,2003-06,Matsangoni,1,9.80E+02,0.0010208,0.0001438,0.0072466
f,15,9,2007-10,Matsangoni,4,1.10E+03,0.0036371,0.0013651,0.0096909
f,15,9,2011-14,Matsangoni,5,1.20E+03,0.0043148,0.001796,0.0103665
f,15,9,2015-18,Matsangoni,2,1.20E+03,0.0016723,0.0004182,0.0066867
f,15,10,2003-06,Matsangoni,3,1.00E+03,0.0029969,0.0009666,0.0092921
f,15,10,2007-10,Matsangoni,6,1.10E+03,0.0053778,0.0024161,0.0119704
f,15,10,2011-14,Matsangoni,2,1.20E+03,0.0016881,0.0004222,0.0067496
f,15,10,2015-18,Matsangoni,1,1.20E+03,0.0008369,0.0001179,0.0059409
f,15,11,2003-06,Matsangoni,6,1.00E+03,0.0060159,0.0027027,0.0133907
f,15,11,2007-10,Matsangoni,4,1.10E+03,0.0035943,0.001349,0.0095767
f,15,11,2011-14,Matsangoni,1,1.20E+03,0.000838,0.000118,0.0059493
f,15,11,2015-18,Matsangoni,3,1.20E+03,0.0025189,0.0008124,0.00781
f,15,12,2003-06,Matsangoni,7,1.00E+03,0.0070109,0.0033423,0.0147062
f,15,12,2007-10,Matsangoni,7,1.10E+03,0.0063382,0.0030216,0.013295
f,15,12,2011-14,Matsangoni,6,1.20E+03,0.0050937,0.0022884,0.0113379
f,15,12,2015-18,Matsangoni,3,1.20E+03,0.0025214,0.0008132,0.0078178
f,15,1,2003-06,Mtwapa,7,7.80E+02,0.0089954,0.0042884,0.0188689
f,15,1,2007-10,Mtwapa,3,8.90E+02,0.0033589,0.0010833,0.0104144
f,15,1,2011-14,Mtwapa,1,1.00E+03,0.0009678,0.0001363,0.0068703
f,15,1,2015-18,Mtwapa,2,1.10E+03,0.0018026,0.0004508,0.0072076
f,15,2,2003-06,Mtwapa,0,7.60E+02,0.00E+00,,
f,15,2,2007-10,Mtwapa,5,8.90E+02,0.0056078,0.0023341,0.0134728
f,15,2,2011-14,Mtwapa,3,1.00E+03,0.0029592,0.0009544,0.0091751
f,15,2,2015-18,Mtwapa,2,1.10E+03,0.0018283,0.0004573,0.0073104
f,15,3,2003-06,Mtwapa,5,7.70E+02,0.0064999,0.0027054,0.0156162
f,15,3,2007-10,Mtwapa,4,8.90E+02,0.0045121,0.0016935,0.012022
f,15,3,2011-14,Mtwapa,4,1.00E+03,0.0039802,0.0014938,0.0106049
f,15,3,2015-18,Mtwapa,6,1.10E+03,0.0054144,0.0024325,0.0120518
f,15,4,2003-06,Mtwapa,3,7.70E+02,0.0038963,0.0012566,0.0120807
f,15,4,2007-10,Mtwapa,4,9.00E+02,0.0044448,0.0016682,0.0118428
f,15,4,2011-14,Mtwapa,3,1.00E+03,0.0028659,0.0009243,0.0088858
f,15,4,2015-18,Mtwapa,4,1.10E+03,0.0036137,0.0013563,0.0096283
f,15,5,2003-06,Mtwapa,5,7.60E+02,0.0065539,0.0027279,0.015746
f,15,5,2007-10,Mtwapa,2,9.10E+02,0.0021883,0.0005473,0.0087496
f,15,5,2011-14,Mtwapa,2,1.10E+03,0.0019038,0.0004761,0.0076122
f,15,5,2015-18,Mtwapa,4,1.10E+03,0.003602,0.0013519,0.0095972
f,15,6,2003-06,Mtwapa,7,7.70E+02,0.0091416,0.0043581,0.0191755
f,15,6,2007-10,Mtwapa,7,9.10E+02,0.0077325,0.0036863,0.0162196
f,15,6,2011-14,Mtwapa,4,1.00E+03,0.0038647,0.0014505,0.0102972
f,15,6,2015-18,Mtwapa,4,1.10E+03,0.0035631,0.0013373,0.0094935
f,15,7,2003-06,Mtwapa,6,8.00E+02,0.0074721,0.0033569,0.0166319
f,15,7,2007-10,Mtwapa,2,9.00E+02,0.0022117,0.0005531,0.0088432
f,15,7,2011-14,Mtwapa,4,1.00E+03,0.0038949,0.0014618,0.0103777
f,15,7,2015-18,Mtwapa,5,1.10E+03,0.0043876,0.0018262,0.0105413
f,15,8,2003-06,Mtwapa,6,8.10E+02,0.0074276,0.0033369,0.016533
f,15,8,2007-10,Mtwapa,5,9.30E+02,0.0053881,0.0022427,0.012945
f,15,8,2011-14,Mtwapa,7,1.10E+03,0.0066529,0.0031717,0.0139552
f,15,8,2015-18,Mtwapa,2,1.10E+03,0.0017673,0.000442,0.0070663
f,15,9,2003-06,Mtwapa,5,7.90E+02,0.0063056,0.0026246,0.0151495
f,15,9,2007-10,Mtwapa,5,9.30E+02,0.0053595,0.0022308,0.0128763
f,15,9,2011-14,Mtwapa,1,1.10E+03,0.0009412,0.0001326,0.0066816
f,15,9,2015-18,Mtwapa,2,1.10E+03,0.0017579,0.0004397,0.007029
f,15,10,2003-06,Mtwapa,5,7.90E+02,0.0063646,0.0026491,0.0152913
f,15,10,2007-10,Mtwapa,4,9.40E+02,0.0042703,0.0016027,0.0113778
f,15,10,2011-14,Mtwapa,4,1.10E+03,0.0038062,0.0014285,0.0101414
f,15,10,2015-18,Mtwapa,1,1.10E+03,0.0008717,0.0001228,0.0061881
f,15,11,2003-06,Mtwapa,3,8.10E+02,0.0037079,0.0011959,0.0114966
f,15,11,2007-10,Mtwapa,3,9.30E+02,0.0032132,0.0010363,0.0099628
f,15,11,2011-14,Mtwapa,2,1.00E+03,0.0019097,0.0004776,0.0076358
f,15,11,2015-18,Mtwapa,5,1.20E+03,0.0042884,0.0017849,0.0103029
f,15,12,2003-06,Mtwapa,5,8.20E+02,0.0060737,0.0025281,0.0145923
f,15,12,2007-10,Mtwapa,9,9.50E+02,0.0095132,0.0049499,0.0182836
f,15,12,2011-14,Mtwapa,2,1.00E+03,0.0019049,0.0004764,0.0076165
f,15,12,2015-18,Mtwapa,0,1.20E+03,0.00E+00,,
f,15,1,2003-06,Ngerenya,3,1.00E+03,0.002982,0.0009618,0.009246
f,15,1,2007-10,Ngerenya,1,1.10E+03,0.000906,0.0001276,0.0064321
f,15,1,2011-14,Ngerenya,4,1.20E+03,0.0033384,0.001253,0.0088948
f,15,1,2015-18,Ngerenya,5,1.20E+03,0.0040461,0.0016841,0.0097208
f,15,2,2003-06,Ngerenya,5,1.00E+03,0.0049486,0.0020598,0.0118892
f,15,2,2007-10,Ngerenya,2,1.10E+03,0.0018329,0.0004584,0.0073286
f,15,2,2011-14,Ngerenya,1,1.20E+03,0.0008327,0.0001173,0.0059111
f,15,2,2015-18,Ngerenya,4,1.20E+03,0.0032496,0.0012196,0.0086582
f,15,3,2003-06,Ngerenya,9,1.00E+03,0.008948,0.0046558,0.0171973
f,15,3,2007-10,Ngerenya,1,1.10E+03,0.0009038,0.0001273,0.0064163
f,15,3,2011-14,Ngerenya,1,1.20E+03,0.0008212,0.0001157,0.0058297
f,15,3,2015-18,Ngerenya,4,1.30E+03,0.0031949,0.0011991,0.0085124
f,15,4,2003-06,Ngerenya,2,1.00E+03,0.001987,0.0004969,0.0079449
f,15,4,2007-10,Ngerenya,4,1.10E+03,0.003624,0.0013602,0.0096558
f,15,4,2011-14,Ngerenya,2,1.20E+03,0.0016515,0.000413,0.0066033
f,15,4,2015-18,Ngerenya,2,1.30E+03,0.001598,0.0003996,0.0063894
f,15,5,2003-06,Ngerenya,7,1.00E+03,0.0068444,0.0032629,0.0143568
f,15,5,2007-10,Ngerenya,0,1.10E+03,0.00E+00,,
f,15,5,2011-14,Ngerenya,3,1.20E+03,0.0024955,0.0008048,0.0077373
f,15,5,2015-18,Ngerenya,5,1.30E+03,0.0039877,0.0016598,0.0095806
f,15,6,2003-06,Ngerenya,8,1.00E+03,0.0077503,0.0038759,0.0154976
f,15,6,2007-10,Ngerenya,5,1.10E+03,0.0045146,0.0018791,0.0108465
f,15,6,2011-14,Ngerenya,7,1.20E+03,0.0057367,0.0027349,0.0120333
f,15,6,2015-18,Ngerenya,7,1.30E+03,0.0055353,0.0026389,0.0116108
f,15,7,2003-06,Ngerenya,5,1.00E+03,0.0048418,0.0020153,0.0116326
f,15,7,2007-10,Ngerenya,3,1.10E+03,0.002681,0.0008647,0.0083125
f,15,7,2011-14,Ngerenya,2,1.20E+03,0.0016252,0.0004064,0.0064981
f,15,7,2015-18,Ngerenya,1,1.20E+03,0.0008028,0.0001131,0.0056988
f,15,8,2003-06,Ngerenya,7,1.00E+03,0.0067838,0.0032341,0.0142297
f,15,8,2007-10,Ngerenya,5,1.10E+03,0.0044537,0.0018538,0.0107002
f,15,8,2011-14,Ngerenya,1,1.20E+03,0.0008185,0.0001153,0.0058108
f,15,8,2015-18,Ngerenya,2,1.20E+03,0.0016025,0.0004008,0.0064076
f,15,9,2003-06,Ngerenya,7,1.00E+03,0.0067399,0.0032131,0.0141376
f,15,9,2007-10,Ngerenya,3,1.10E+03,0.0026581,0.0008573,0.0082416
f,15,9,2011-14,Ngerenya,2,1.20E+03,0.0016516,0.0004131,0.0066039
f,15,9,2015-18,Ngerenya,4,1.30E+03,0.0031865,0.0011959,0.00849
f,15,10,2003-06,Ngerenya,4,1.00E+03,0.0038234,0.001435,0.0101871
f,15,10,2007-10,Ngerenya,2,1.10E+03,0.0017577,0.0004396,0.007028
f,15,10,2011-14,Ngerenya,3,1.20E+03,0.0024745,0.0007981,0.0076725
f,15,10,2015-18,Ngerenya,3,1.30E+03,0.0023696,0.0007643,0.0073472
f,15,11,2003-06,Ngerenya,3,1.00E+03,0.0028596,0.0009223,0.0088663
f,15,11,2007-10,Ngerenya,6,1.20E+03,0.0052122,0.0023417,0.0116018
f,15,11,2011-14,Ngerenya,2,1.20E+03,0.0016105,0.0004028,0.0064393
f,15,11,2015-18,Ngerenya,5,1.30E+03,0.0039672,0.0016513,0.0095313
f,15,12,2003-06,Ngerenya,2,1.00E+03,0.001917,0.0004794,0.007665
f,15,12,2007-10,Ngerenya,3,1.10E+03,0.0026234,0.0008461,0.0081339
f,15,12,2011-14,Ngerenya,7,1.20E+03,0.0056497,0.0026934,0.0118509
f,15,12,2015-18,Ngerenya,2,1.30E+03,0.0015974,0.0003995,0.006387
f,15,1,2003-06,Roka,7,1.00E+03,0.0069686,0.0033222,0.0146173
f,15,1,2007-10,Roka,5,1.10E+03,0.0043555,0.0018129,0.0104641
f,15,1,2011-14,Roka,3,1.30E+03,0.0023821,0.0007683,0.0073858
f,15,1,2015-18,Roka,2,1.30E+03,0.0015889,0.0003974,0.0063529
f,15,2,2003-06,Roka,4,1.00E+03,0.0040041,0.0015028,0.0106687
f,15,2,2007-10,Roka,1,1.10E+03,0.0008774,0.0001236,0.0062289
f,15,2,2011-14,Roka,4,1.30E+03,0.003144,0.00118,0.0083768
f,15,2,2015-18,Roka,3,1.30E+03,0.002396,0.0007728,0.0074289
f,15,3,2003-06,Roka,5,9.90E+02,0.005028,0.0020928,0.0120798
f,15,3,2007-10,Roka,6,1.20E+03,0.0051753,0.0023251,0.0115197
f,15,3,2011-14,Roka,5,1.30E+03,0.0039129,0.0016287,0.0094009
f,15,3,2015-18,Roka,5,1.30E+03,0.0039264,0.0016343,0.0094333
f,15,4,2003-06,Roka,5,1.00E+03,0.0049409,0.0020566,0.0118707
f,15,4,2007-10,Roka,4,1.20E+03,0.0034277,0.0012865,0.0091328
f,15,4,2011-14,Roka,5,1.30E+03,0.0039539,0.0016457,0.0094994
f,15,4,2015-18,Roka,2,1.30E+03,0.0015876,0.0003971,0.006348
f,15,5,2003-06,Roka,5,1.00E+03,0.0048432,0.0020159,0.011636
f,15,5,2007-10,Roka,4,1.20E+03,0.0034475,0.0012939,0.0091855
f,15,5,2011-14,Roka,9,1.30E+03,0.0071644,0.0037277,0.0137693
f,15,5,2015-18,Roka,3,1.30E+03,0.0023544,0.0007593,0.0073
f,15,6,2003-06,Roka,11,1.00E+03,0.0106227,0.0058828,0.0191814
f,15,6,2007-10,Roka,2,1.20E+03,0.0016927,0.0004233,0.0067682
f,15,6,2011-14,Roka,5,1.30E+03,0.0038738,0.0016124,0.0093068
f,15,6,2015-18,Roka,3,1.30E+03,0.0023503,0.000758,0.0072873
f,15,7,2003-06,Roka,3,1.00E+03,0.0029153,0.0009402,0.0090391
f,15,7,2007-10,Roka,3,1.20E+03,0.0025017,0.0008069,0.0077567
f,15,7,2011-14,Roka,3,1.30E+03,0.002328,0.0007508,0.007218
f,15,7,2015-18,Roka,5,1.30E+03,0.0039341,0.0016375,0.0094518
f,15,8,2003-06,Roka,4,1.00E+03,0.0039106,0.0014677,0.0104193
f,15,8,2007-10,Roka,4,1.20E+03,0.0033509,0.0012577,0.0089283
f,15,8,2011-14,Roka,2,1.30E+03,0.0015668,0.0003919,0.0062647
f,15,8,2015-18,Roka,5,1.30E+03,0.0039008,0.0016236,0.0093717
f,15,9,2003-06,Roka,8,1.00E+03,0.0076419,0.0038217,0.0152807
f,15,9,2007-10,Roka,7,1.20E+03,0.0058327,0.0027806,0.0122347
f,15,9,2011-14,Roka,8,1.30E+03,0.0062839,0.0031426,0.0125653
f,15,9,2015-18,Roka,4,1.30E+03,0.003093,0.0011609,0.008241
f,15,10,2003-06,Roka,3,1.10E+03,0.0028166,0.0009084,0.008733
f,15,10,2007-10,Roka,1,1.20E+03,0.0008243,0.0001161,0.0058515
f,15,10,2011-14,Roka,0,1.30E+03,0.00E+00,,
f,15,10,2015-18,Roka,1,1.30E+03,0.0007671,0.0001081,0.0054455
f,15,11,2003-06,Roka,4,1.10E+03,0.0037746,0.0014167,0.0100571
f,15,11,2007-10,Roka,5,1.20E+03,0.0041136,0.0017122,0.009883
f,15,11,2011-14,Roka,2,1.30E+03,0.0015246,0.0003813,0.0060961
f,15,11,2015-18,Roka,1,1.30E+03,0.0007731,0.0001089,0.0054881
f,15,12,2003-06,Roka,6,1.10E+03,0.0057018,0.0025616,0.0126916
f,15,12,2007-10,Roka,4,1.20E+03,0.0033137,0.0012437,0.0088291
f,15,12,2011-14,Roka,9,1.30E+03,0.0069408,0.0036114,0.0133395
f,15,12,2015-18,Roka,6,1.30E+03,0.0046731,0.0020995,0.0104019
f,15,1,2003-06,Sokoke,5,5.90E+02,0.0085165,0.0035448,0.0204611
f,15,1,2007-10,Sokoke,6,6.60E+02,0.0091007,0.0040886,0.020257
f,15,1,2011-14,Sokoke,1,6.60E+02,0.0015101,0.0002127,0.0107201
f,15,1,2015-18,Sokoke,3,6.00E+02,0.0049859,0.001608,0.015459
f,15,2,2003-06,Sokoke,2,5.90E+02,0.0033696,0.0008427,0.0134732
f,15,2,2007-10,Sokoke,5,6.60E+02,0.0076283,0.0031751,0.0183273
f,15,2,2011-14,Sokoke,4,6.50E+02,0.0061353,0.0023027,0.0163469
f,15,2,2015-18,Sokoke,2,6.00E+02,0.0033467,0.000837,0.0133814
f,15,3,2003-06,Sokoke,3,6.00E+02,0.0050323,0.001623,0.0156029
f,15,3,2007-10,Sokoke,1,6.60E+02,0.001521,0.0002143,0.0107979
f,15,3,2011-14,Sokoke,3,6.70E+02,0.004499,0.001451,0.0139494
f,15,3,2015-18,Sokoke,1,5.90E+02,0.0016826,0.000237,0.0119451
f,15,4,2003-06,Sokoke,3,5.90E+02,0.0050728,0.0016361,0.0157286
f,15,4,2007-10,Sokoke,0,6.60E+02,0.00E+00,,
f,15,4,2011-14,Sokoke,3,6.70E+02,0.0044991,0.0014511,0.0139498
f,15,4,2015-18,Sokoke,2,6.10E+02,0.003304,0.0008263,0.0132107
f,15,5,2003-06,Sokoke,4,5.90E+02,0.0067321,0.0025267,0.017937
f,15,5,2007-10,Sokoke,2,6.60E+02,0.0030433,0.0007611,0.0121686
f,15,5,2011-14,Sokoke,5,6.60E+02,0.007573,0.0031521,0.0181943
f,15,5,2015-18,Sokoke,1,6.00E+02,0.0016768,0.0002362,0.0119035
f,15,6,2003-06,Sokoke,3,6.10E+02,0.0049491,0.0015962,0.015345
f,15,6,2007-10,Sokoke,3,6.50E+02,0.0045948,0.0014819,0.0142464
f,15,6,2011-14,Sokoke,0,6.60E+02,0.00E+00,,
f,15,6,2015-18,Sokoke,1,6.00E+02,0.0016555,0.0002332,0.0117524
f,15,7,2003-06,Sokoke,3,6.10E+02,0.0048946,0.0015786,0.0151762
f,15,7,2007-10,Sokoke,1,6.60E+02,0.001517,0.0002137,0.0107693
f,15,7,2011-14,Sokoke,1,6.70E+02,0.0015005,0.0002114,0.0106524
f,15,7,2015-18,Sokoke,0,5.90E+02,0.00E+00,,
f,15,8,2003-06,Sokoke,4,6.10E+02,0.0065935,0.0024746,0.0175677
f,15,8,2007-10,Sokoke,2,6.60E+02,0.003017,0.0007545,0.0120631
f,15,8,2011-14,Sokoke,1,6.70E+02,0.001499,0.0002111,0.0106412
f,15,8,2015-18,Sokoke,1,5.90E+02,0.0016935,0.0002386,0.0120226
f,15,9,2003-06,Sokoke,5,6.10E+02,0.0081443,0.0033899,0.0195669
f,15,9,2007-10,Sokoke,1,6.60E+02,0.0015143,0.0002133,0.0107499
f,15,9,2011-14,Sokoke,2,6.60E+02,0.0030228,0.000756,0.0120867
f,15,9,2015-18,Sokoke,3,6.00E+02,0.005028,0.0016216,0.0155896
f,15,10,2003-06,Sokoke,3,6.20E+02,0.0048699,0.0015706,0.0150994
f,15,10,2007-10,Sokoke,4,6.70E+02,0.0060026,0.0022529,0.0159933
f,15,10,2011-14,Sokoke,1,6.60E+02,0.0015086,0.0002125,0.0107095
f,15,10,2015-18,Sokoke,1,6.10E+02,0.0016416,0.0002312,0.0116535
f,15,11,2003-06,Sokoke,5,6.20E+02,0.0081013,0.003372,0.0194636
f,15,11,2007-10,Sokoke,2,6.70E+02,0.0029694,0.0007426,0.011873
f,15,11,2011-14,Sokoke,3,6.70E+02,0.0044558,0.0014371,0.0138155
f,15,11,2015-18,Sokoke,2,6.10E+02,0.0032801,0.0008203,0.0131151
f,15,12,2003-06,Sokoke,4,6.10E+02,0.0065624,0.002463,0.0174849
f,15,12,2007-10,Sokoke,0,6.70E+02,0.00E+00,,
f,15,12,2011-14,Sokoke,3,6.70E+02,0.0044521,0.0014359,0.013804
f,15,12,2015-18,Sokoke,1,6.00E+02,0.0016626,0.0002342,0.0118027
f,15,1,2003-06,Takaungu Mavueni,5,1.70E+03,0.0029402,0.0012238,0.007064
f,15,1,2007-10,Takaungu Mavueni,10,1.80E+03,0.0054764,0.0029466,0.0101782
f,15,1,2011-14,Takaungu Mavueni,2,2.10E+03,0.0009628,0.0002408,0.0038496
f,15,1,2015-18,Takaungu Mavueni,2,2.20E+03,0.0008971,0.0002244,0.0035871
f,15,2,2003-06,Takaungu Mavueni,7,1.70E+03,0.0041201,0.0019642,0.0086423
f,15,2,2007-10,Takaungu Mavueni,4,1.80E+03,0.0022054,0.0008277,0.0058761
f,15,2,2011-14,Takaungu Mavueni,7,2.10E+03,0.0033977,0.0016198,0.007127
f,15,2,2015-18,Takaungu Mavueni,4,2.20E+03,0.0018037,0.000677,0.0048059
f,15,3,2003-06,Takaungu Mavueni,7,1.70E+03,0.0041142,0.0019614,0.00863
f,15,3,2007-10,Takaungu Mavueni,5,1.80E+03,0.0027493,0.0011443,0.0066053
f,15,3,2011-14,Takaungu Mavueni,6,2.00E+03,0.0029302,0.0013164,0.0065223
f,15,3,2015-18,Takaungu Mavueni,1,2.20E+03,0.0004496,0.0000633,0.0031919
f,15,4,2003-06,Takaungu Mavueni,12,1.70E+03,0.0070765,0.0040188,0.0124607
f,15,4,2007-10,Takaungu Mavueni,4,1.80E+03,0.0021915,0.0008225,0.0058391
f,15,4,2011-14,Takaungu Mavueni,7,2.10E+03,0.0033616,0.0016026,0.0070513
f,15,4,2015-18,Takaungu Mavueni,8,2.20E+03,0.0035557,0.0017782,0.00711
f,15,5,2003-06,Takaungu Mavueni,12,1.70E+03,0.0070839,0.004023,0.0124736
f,15,5,2007-10,Takaungu Mavueni,7,1.80E+03,0.0037944,0.0018089,0.0079592
f,15,5,2011-14,Takaungu Mavueni,6,2.10E+03,0.0028466,0.0012788,0.0063361
f,15,5,2015-18,Takaungu Mavueni,4,2.30E+03,0.0017776,0.0006672,0.0047362
f,15,6,2003-06,Takaungu Mavueni,9,1.70E+03,0.0052264,0.0027194,0.0100447
f,15,6,2007-10,Takaungu Mavueni,3,1.90E+03,0.0016177,0.0005218,0.0050159
f,15,6,2011-14,Takaungu Mavueni,7,2.10E+03,0.0033367,0.0015907,0.006999
f,15,6,2015-18,Takaungu Mavueni,8,2.30E+03,0.0035186,0.0017596,0.0070358
f,15,7,2003-06,Takaungu Mavueni,9,1.80E+03,0.0051252,0.0026667,0.0098502
f,15,7,2007-10,Takaungu Mavueni,5,1.90E+03,0.0026907,0.0011199,0.0064645
f,15,7,2011-14,Takaungu Mavueni,8,2.10E+03,0.0038328,0.0019168,0.0076641
f,15,7,2015-18,Takaungu Mavueni,7,2.30E+03,0.0030909,0.0014735,0.0064835
f,15,8,2003-06,Takaungu Mavueni,11,1.70E+03,0.0063195,0.0034997,0.0114111
f,15,8,2007-10,Takaungu Mavueni,7,1.90E+03,0.003736,0.0017811,0.0078367
f,15,8,2011-14,Takaungu Mavueni,3,2.10E+03,0.0014216,0.0004585,0.0044077
f,15,8,2015-18,Takaungu Mavueni,7,2.30E+03,0.0030706,0.0014639,0.006441
f,15,9,2003-06,Takaungu Mavueni,14,1.70E+03,0.0081059,0.0048008,0.0136866
